name,slottime_GMT,slottype,slotavg,pointTitle,Date,Chilled Water (Tons),Electric (kW),Steam (lbs/hr)
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-03 00:00:00,D,253.542026041,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-04 00:00:00,D,44.647987500,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-04 00:00:00,D,89.181250000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-04 00:00:00,D,198.525389375,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-05 00:00:00,D,26.229745833,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-05 00:00:00,D,78.804166666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-05 00:00:00,D,271.396196875,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-06 00:00:00,D,41.664322916,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-06 00:00:00,D,90.334375000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-06 00:00:00,D,210.519483333,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-07 00:00:00,D,45.018858333,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-07 00:00:00,D,96.594791666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-07 00:00:00,D,294.259131250,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-08 00:00:00,D,56.029538541,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-08 00:00:00,D,89.670833333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-08 00:00:00,D,190.788464583,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-09 00:00:00,D,35.358110416,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-09 00:00:00,D,87.869791666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-09 00:00:00,D,290.897667708,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-10 00:00:00,D,24.675591666,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-10 00:00:00,D,84.462500000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-10 00:00:00,D,307.798115625,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-11 00:00:00,D,27.565441666,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-11 00:00:00,D,92.419791666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-11 00:00:00,D,257.199638541,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-12 00:00:00,D,20.449331666,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-12 00:00:00,D,84.811458333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-12 00:00:00,D,241.327543750,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-13 00:00:00,D,26.882865000,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-13 00:00:00,D,92.578125000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-13 00:00:00,D,203.309439583,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-14 00:00:00,D,45.162606250,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-14 00:00:00,D,97.412500000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-14 00:00:00,D,121.765918125,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-15 00:00:00,D,44.925044791,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-15 00:00:00,D,97.885416666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-15 00:00:00,D,172.699293750,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-16 00:00:00,D,48.229150000,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-16 00:00:00,D,96.488541666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-16 00:00:00,D,172.152087500,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-17 00:00:00,D,49.874907291,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-17 00:00:00,D,95.027083333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-17 00:00:00,D,175.154372916,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-18 00:00:00,D,47.780284375,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-18 00:00:00,D,97.720833333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-18 00:00:00,D,170.383255208,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-19 00:00:00,D,53.290037500,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-19 00:00:00,D,96.476041666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-19 00:00:00,D,145.207328125,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-20 00:00:00,D,60.481695833,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-20 00:00:00,D,92.277083333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-20 00:00:00,D,129.890886562,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-21 00:00:00,D,70.077219791,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-21 00:00:00,D,89.158333333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-21 00:00:00,D,114.887134375,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-22 00:00:00,D,72.988745833,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-22 00:00:00,D,93.738541666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-22 00:00:00,D,109.695093750,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-23 00:00:00,D,61.435119791,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-23 00:00:00,D,89.071875000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-23 00:00:00,D,149.420829166,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-24 00:00:00,D,57.256326041,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-24 00:00:00,D,93.285416666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-24 00:00:00,D,167.573779583,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-25 00:00:00,D,50.280257291,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-25 00:00:00,D,95.519791666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-25 00:00:00,D,160.348440625,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-26 00:00:00,D,59.453223958,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-26 00:00:00,D,95.819791666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-26 00:00:00,D,165.087747916,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-27 00:00:00,D,69.412742708,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-27 00:00:00,D,86.968750000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-27 00:00:00,D,174.196305208,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-28 00:00:00,D,50.842816666,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-28 00:00:00,D,92.072916666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-28 00:00:00,D,74.653173958,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-29 00:00:00,D,33.997196875,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-29 00:00:00,D,88.825000000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-29 00:00:00,D,0.000000000,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-30 00:00:00,D,20.989962604,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-30 00:00:00,D,87.877083333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-30 00:00:00,D,0.000000000,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-05-31 00:00:00,D,40.402326041,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-05-31 00:00:00,D,90.362500000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-05-31 00:00:00,D,417.975400000,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-01 00:00:00,D,49.933987500,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-01 00:00:00,D,70.350000000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-01 00:00:00,D,340.341431250,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-02 00:00:00,D,51.939722916,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-02 00:00:00,D,63.127083333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-02 00:00:00,D,250.811198958,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-03 00:00:00,D,66.335150000,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-03 00:00:00,D,87.413541666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-03 00:00:00,D,259.934672500,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-04 00:00:00,D,72.143112500,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-04 00:00:00,D,86.414583333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-04 00:00:00,D,177.032652083,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-05 00:00:00,D,76.665347916,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-05 00:00:00,D,86.039583333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-05 00:00:00,D,155.795478125,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-06 00:00:00,D,81.457992708,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-06 00:00:00,D,86.600000000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-06 00:00:00,D,198.009621875,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-07 00:00:00,D,58.072435416,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-07 00:00:00,D,88.463541666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-07 00:00:00,D,239.651862500,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-08 00:00:00,D,47.510357291,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-08 00:00:00,D,71.679166666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-08 00:00:00,D,255.988992708,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-09 00:00:00,D,41.343685416,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-09 00:00:00,D,70.114583333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-09 00:00:00,D,271.171923958,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-10 00:00:00,D,37.354817708,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-10 00:00:00,D,84.558333333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-10 00:00:00,D,307.031780208,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-11 00:00:00,D,34.596153125,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-11 00:00:00,D,82.215625000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-11 00:00:00,D,312.268542708,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-12 00:00:00,D,49.746188541,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-12 00:00:00,D,87.348958333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-12 00:00:00,D,287.026569791,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-13 00:00:00,D,58.576414583,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-13 00:00:00,D,81.622916666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-13 00:00:00,D,208.089179583,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-14 00:00:00,D,62.715178125,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-14 00:00:00,D,84.820833333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-14 00:00:00,D,109.198841666,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-15 00:00:00,D,53.045469791,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-15 00:00:00,D,73.996875000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-15 00:00:00,D,250.748533333,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-16 00:00:00,D,46.635235416,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-16 00:00:00,D,64.645833333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-16 00:00:00,D,233.637800520,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-17 00:00:00,D,70.337873958,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-17 00:00:00,D,86.720833333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-17 00:00:00,D,138.859358333,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-18 00:00:00,D,91.249035416,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-18 00:00:00,D,84.762500000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-18 00:00:00,D,147.964386458,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-19 00:00:00,D,82.771920833,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-19 00:00:00,D,65.487500000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-19 00:00:00,D,57.157186041,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-20 00:00:00,D,94.343482291,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-20 00:00:00,D,84.532291666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-20 00:00:00,D,49.917339375,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-21 00:00:00,D,99.166778125,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-21 00:00:00,D,83.914583333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-21 00:00:00,D,82.358285416,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-22 00:00:00,D,94.632851041,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-22 00:00:00,D,72.591666666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-22 00:00:00,D,88.056553125,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-23 00:00:00,D,89.912985416,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-23 00:00:00,D,65.844791666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-23 00:00:00,D,55.578473958,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-24 00:00:00,D,70.052447916,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-24 00:00:00,D,85.936458333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-24 00:00:00,D,206.416368750,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-25 00:00:00,D,64.623641666,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-25 00:00:00,D,86.139583333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-25 00:00:00,D,173.229854166,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-26 00:00:00,D,71.543090625,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-26 00:00:00,D,84.861458333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-26 00:00:00,D,114.757096875,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-27 00:00:00,D,63.474968750,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-27 00:00:00,D,90.556250000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-27 00:00:00,D,225.570278125,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-28 00:00:00,D,50.260396875,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-28 00:00:00,D,88.387500000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-28 00:00:00,D,210.925865625,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-29 00:00:00,D,63.969367708,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-29 00:00:00,D,73.188541666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-29 00:00:00,D,217.467766666,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-06-30 00:00:00,D,75.805583333,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-06-30 00:00:00,D,67.075000000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-06-30 00:00:00,D,191.490958333,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-01 00:00:00,D,54.770237500,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-01 00:00:00,D,88.151041666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-01 00:00:00,D,251.732673958,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-02 00:00:00,D,54.949147916,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-02 00:00:00,D,85.289583333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-02 00:00:00,D,206.923893750,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-03 00:00:00,D,72.084659375,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-03 00:00:00,D,86.308333333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-03 00:00:00,D,162.997885416,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-04 00:00:00,D,79.967735416,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-04 00:00:00,D,65.753125000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-04 00:00:00,D,96.009411979,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-05 00:00:00,D,88.641632291,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-05 00:00:00,D,81.685416666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-05 00:00:00,D,97.222705208,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-06 00:00:00,D,86.367513541,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-06 00:00:00,D,77.311458333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-06 00:00:00,D,112.947633333,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-07 00:00:00,D,77.716508333,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-07 00:00:00,D,66.075000000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-07 00:00:00,D,143.067341666,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-08 00:00:00,D,85.701708333,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-08 00:00:00,D,86.864583333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-08 00:00:00,D,141.840452083,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-09 00:00:00,D,85.377881250,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-09 00:00:00,D,90.427083333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-09 00:00:00,D,85.527118750,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-10 00:00:00,D,97.137493750,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-10 00:00:00,D,92.540625000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-10 00:00:00,D,61.395078125,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-11 00:00:00,D,84.502184375,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-11 00:00:00,D,93.098958333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-11 00:00:00,D,133.853090937,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-12 00:00:00,D,79.161914583,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-12 00:00:00,D,92.697916666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-12 00:00:00,D,141.944905208,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-13 00:00:00,D,81.763231250,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-13 00:00:00,D,94.505208333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-13 00:00:00,D,101.294955208,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-14 00:00:00,D,77.973269791,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-14 00:00:00,D,94.856250000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-14 00:00:00,D,130.791197916,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-15 00:00:00,D,91.853884946,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-15 00:00:00,D,92.911827956,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-15 00:00:00,D,78.722708064,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-16 00:00:00,D,89.596931250,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-16 00:00:00,D,87.606250000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-16 00:00:00,D,134.447353125,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-17 00:00:00,D,83.503258333,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-17 00:00:00,D,86.329166666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-17 00:00:00,D,100.865930000,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-18 00:00:00,D,69.882156250,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-18 00:00:00,D,87.188541666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-18 00:00:00,D,171.247253854,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-19 00:00:00,D,58.391293750,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-19 00:00:00,D,85.930208333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-19 00:00:00,D,153.845491666,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-20 00:00:00,D,61.972623913,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-20 00:00:00,D,79.060416666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-20 00:00:00,D,168.214412500,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-21 00:00:00,D,64.288255208,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-21 00:00:00,D,66.492708333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-21 00:00:00,D,157.837215625,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-22 00:00:00,D,73.637734375,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-22 00:00:00,D,86.078125000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-22 00:00:00,D,142.264332291,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-23 00:00:00,D,78.621137500,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-23 00:00:00,D,86.190625000,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-23 00:00:00,D,152.530502395,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-24 00:00:00,D,81.887688541,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-24 00:00:00,D,87.429166666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-24 00:00:00,D,137.948025104,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-25 00:00:00,D,72.446201041,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-25 00:00:00,D,90.776041666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-25 00:00:00,D,209.222846875,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-26 00:00:00,D,65.432081250,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-26 00:00:00,D,89.213541666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-26 00:00:00,D,206.509648958,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-27 00:00:00,D,53.053880208,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-27 00:00:00,D,71.594791666,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-27 00:00:00,D,169.473385416,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-28 00:00:00,D,64.487098958,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-28 00:00:00,D,85.080208333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-28 00:00:00,D,152.844003125,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-29 00:00:00,D,73.600039583,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-29 00:00:00,D,90.414583333,Electric,,,,
UrisLibrary.STM.M22-V/AverageMassFlow,2024-07-29 00:00:00,D,142.933210416,Steam,,,,
UrisLibrary.CW.FP/TONS,2024-07-30 00:00:00,D,84.897531250,Chilled Water,,,,
UrisLibrary.Elec.PowerScout3/kWsystem,2024-07-30 00:00:00,D,88.810416666,Electric,,,,
