name,slottime_GMT,slottype,slotavg,pointTitle,Date,Chilled Water (tons),Hot Water (kBTU/hr),Electric (kW),Solar (kW)
HuShihHall.Elec.PowerScout3HD/kW,2024-02-10 00:00:00,D,58.497863125,Electric,2024-06-08,21.458781562,11.971379895,14.109212395,37.710779375
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-02-10 00:00:00,D,12.986943541,Electric Solar submeter,2024-06-09,18.465477916,11.733013958,17.479758020,31.798458020
HuShihHall.B0061.FleximF721/CW.Tons,2024-02-11 00:00:00,D,4.590085833,Chilled Water,2024-06-10,13.504120520,10.674438125,21.916647708,26.867074583
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-02-11 00:00:00,D,41.180722812,Hot Water Building Heat,2024-06-11,14.461639479,12.134834375,13.203664479,33.924591354
HuShihHall.Elec.PowerScout3HD/kW,2024-02-11 00:00:00,D,66.712645520,Electric,2024-06-12,17.336000104,9.476082604,-16.426753645,61.183108020
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-02-11 00:00:00,D,10.565290729,Electric Solar submeter,2024-06-13,23.857111250,11.358404062,-26.172325520,70.720772812
HuShihHall.B0061.FleximF721/CW.Tons,2024-02-12 00:00:00,D,4.264116562,Chilled Water,2024-06-14,26.923920104,7.231988854,-7.563408020,56.049384270
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-02-12 00:00:00,D,47.230265312,Hot Water Building Heat,2024-06-15,24.714125625,7.644573645,-35.431673750,83.765166041
HuShihHall.Elec.PowerScout3HD/kW,2024-02-12 00:00:00,D,66.294313645,Electric,2024-06-16,23.667616354,10.433576145,-28.102090833,75.454869375
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-02-12 00:00:00,D,10.514371041,Electric Solar submeter,2024-06-17,31.149905000,6.336294583,-11.743294166,61.440798020
HuShihHall.B0061.FleximF721/CW.Tons,2024-02-13 00:00:00,D,3.984395729,Chilled Water,2024-06-18,40.765770625,3.700030208,-13.336657916,59.963139479
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-02-13 00:00:00,D,49.778876354,Hot Water Building Heat,2024-06-19,35.164074166,4.457861562,-14.284077916,63.918311875
HuShihHall.Elec.PowerScout3HD/kW,2024-02-13 00:00:00,D,54.615310833,Electric,2024-06-20,47.817508958,4.198611250,-6.202632812,59.228425416
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-02-13 00:00:00,D,19.248311354,Electric Solar submeter,2024-06-21,46.700350937,3.520956145,-7.290819687,56.614029062
HuShihHall.B0061.FleximF721/CW.Tons,2024-02-14 00:00:00,D,3.937629583,Chilled Water,2024-06-22,44.540835520,5.090758125,-16.423101666,64.611828125
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-02-14 00:00:00,D,62.580300937,Hot Water Building Heat,2024-06-23,40.050310833,5.404341458,16.148879583,33.841609375
HuShihHall.Elec.PowerScout3HD/kW,2024-02-14 00:00:00,D,40.523671666,Electric,2024-06-24,28.355569166,5.914928750,-7.485132812,54.333491145
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-02-14 00:00:00,D,31.093785416,Electric Solar submeter,2024-06-25,28.801991979,4.604835937,-15.888456041,63.886919166
HuShihHall.B0061.FleximF721/CW.Tons,2024-02-15 00:00:00,D,3.793906250,Chilled Water,2024-06-26,37.392828750,5.557396875,-5.147947187,55.031045729
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-02-15 00:00:00,D,58.126262291,Hot Water Building Heat,2024-06-27,30.993013645,8.456545000,5.290916145,45.679403541
HuShihHall.Elec.PowerScout3HD/kW,2024-02-15 00:00:00,D,46.110701666,Electric,2024-06-28,25.280909166,10.816142916,-31.583420208,77.715226666
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-02-15 00:00:00,D,23.043458437,Electric Solar submeter,2024-06-29,27.004670520,7.681235833,35.907120000,11.777952604
HuShihHall.B0061.FleximF721/CW.Tons,2024-02-16 00:00:00,D,4.101818020,Chilled Water,2024-06-30,34.713729895,6.299250833,-13.401398958,57.129795729
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-02-16 00:00:00,D,55.320640520,Hot Water Building Heat,2024-07-01,21.978802812,7.924303437,-12.550820937,60.952170416
HuShihHall.Elec.PowerScout3HD/kW,2024-02-16 00:00:00,D,55.866618229,Electric,2024-07-02,24.300083333,8.470971562,-28.440448125,74.392718541
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-02-16 00:00:00,D,22.863412916,Electric Solar submeter,2024-07-03,30.153509583,5.998207500,-26.992438229,74.386400625
HuShihHall.B0061.FleximF721/CW.Tons,2024-02-17 00:00:00,D,3.798748437,Chilled Water,2024-07-04,36.773252604,5.445003750,-6.457961562,55.603452708
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-02-17 00:00:00,D,56.070951979,Hot Water Building Heat,2024-07-05,39.922350729,5.627360833,11.782489375,37.219857083
HuShihHall.Elec.PowerScout3HD/kW,2024-02-17 00:00:00,D,78.263462812,Electric,2024-07-06,43.609935416,5.956576145,-15.146480000,66.177683333
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-02-17 00:00:00,D,1.345221458,Electric Solar submeter,2024-07-07,40.450385833,6.688223125,-21.470026250,73.272664687
HuShihHall.B0061.FleximF721/CW.Tons,2024-02-18 00:00:00,D,3.749348333,Chilled Water,2024-07-08,41.862228958,5.016724791,-18.606748229,67.464783020
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-02-18 00:00:00,D,63.580878229,Hot Water Building Heat,2024-07-09,44.702445104,4.105815208,-6.936243958,57.449213750
HuShihHall.Elec.PowerScout3HD/kW,2024-02-18 00:00:00,D,75.118780000,Electric,2024-07-10,48.470470729,4.740706458,-4.327981041,52.738326979
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-02-18 00:00:00,D,0.684928437,Electric Solar submeter,2024-07-11,38.305760729,5.653642187,22.575637916,26.641586979
HuShihHall.B0061.FleximF721/CW.Tons,2024-02-19 00:00:00,D,3.749325520,Chilled Water,2024-07-12,36.954388125,6.302405208,-15.415409270,63.450199375
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-02-19 00:00:00,D,56.144755729,Hot Water Building Heat,2024-07-13,41.160542187,5.009772708,-29.110275104,76.091615104
HuShihHall.Elec.PowerScout3HD/kW,2024-02-19 00:00:00,D,69.089845833,Electric,2024-07-14,39.563060104,5.797666354,-26.913898958,74.705893333
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-02-19 00:00:00,D,6.337017187,Electric Solar submeter,2024-07-15,45.172446875,5.518836354,-13.280224687,62.124377500
HuShihHall.B0061.FleximF721/CW.Tons,2024-02-20 00:00:00,D,3.063424791,Chilled Water,2024-07-16,44.486656354,5.873007916,-0.404651562,54.850531041
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-02-20 00:00:00,D,58.336717708,Hot Water Building Heat,2024-07-17,40.521327395,6.352995833,17.039413854,34.008449270
HuShihHall.Elec.PowerScout3HD/kW,2024-02-20 00:00:00,D,50.761140104,Electric,2024-07-18,35.401170208,6.107594583,-22.055086145,72.750072708
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-02-20 00:00:00,D,20.073239375,Electric Solar submeter,2024-07-19,29.676675833,6.527137395,-29.029438437,77.915433854
HuShihHall.B0061.FleximF721/CW.Tons,2024-02-21 00:00:00,D,4.818597291,Chilled Water,2024-07-20,31.199993958,7.547578541,-25.247937291,76.266285208
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-02-21 00:00:00,D,49.021635208,Hot Water Building Heat,2024-07-21,31.708395937,5.831695416,-21.726526250,67.772915416
HuShihHall.Elec.PowerScout3HD/kW,2024-02-21 00:00:00,D,22.877731354,Electric,2024-07-22,32.810830000,6.150511458,8.786049687,39.609287812
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-02-21 00:00:00,D,48.868935937,Electric Solar submeter,2024-07-23,35.651828750,4.524204270,-24.898864687,73.412533229
HuShihHall.B0061.FleximF721/CW.Tons,2024-02-22 00:00:00,D,4.580308020,Chilled Water,2024-07-24,36.014351770,5.341081562,8.573154062,41.701655625
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-02-22 00:00:00,D,50.569854270,Hot Water Building Heat,2024-07-25,31.003595520,4.241672291,-12.141314479,62.513044166
HuShihHall.Elec.PowerScout3HD/kW,2024-02-22 00:00:00,D,66.636150416,Electric,2024-07-26,27.379665625,6.060473854,-25.570481250,75.657081979
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-02-22 00:00:00,D,5.399668437,Electric Solar submeter,2024-07-27,27.436137500,7.737536458,-26.440929687,72.211422187
HuShihHall.B0061.FleximF721/CW.Tons,2024-02-23 00:00:00,D,4.843739791,Chilled Water,2024-07-28,32.487751250,6.202896250,-24.425793645,71.972569479
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-02-23 00:00:00,D,39.921851875,Hot Water Building Heat,2024-07-29,34.259270729,5.751185000,-1.494781666,49.500473750
HuShihHall.Elec.PowerScout3HD/kW,2024-02-23 00:00:00,D,34.359989062,Electric,2024-07-30,40.967574574,6.690614631,5.004560210,46.761489368
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-02-23 00:00:00,D,41.058138333,Electric Solar submeter,2024-07-31,42.945013854,6.433871458,2.285832291,47.725558020
HuShihHall.B0061.FleximF721/CW.Tons,2024-02-24 00:00:00,D,2.747340937,Chilled Water,2024-08-01,44.597485416,6.097391041,-14.706472604,67.796408541
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-02-24 00:00:00,D,53.801426666,Hot Water Building Heat,2024-08-02,42.516957263,5.315111157,23.555225937,26.152987708
HuShihHall.Elec.PowerScout3HD/kW,2024-02-24 00:00:00,D,36.257059166,Electric,2024-08-03,39.827018723,6.493265744,13.359815263,39.888409368
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-02-24 00:00:00,D,44.557358958,Electric Solar submeter,2024-08-04,44.715998125,5.540427083,-9.529632604,65.518806145
HuShihHall.B0061.FleximF721/CW.Tons,2024-02-25 00:00:00,D,2.018197083,Chilled Water,2024-08-05,37.972761157,6.088438526,-0.262128709,48.569880625
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-02-25 00:00:00,D,54.389269791,Hot Water Building Heat,2024-08-06,32.471586947,5.825234421,29.882546041,17.200208645
HuShihHall.Elec.PowerScout3HD/kW,2024-02-25 00:00:00,D,23.109307812,Electric,2024-08-07,27.759028000,5.465278210,4.842732812,43.420948210
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-02-25 00:00:00,D,50.178238020,Electric Solar submeter,2024-08-08,27.745723578,8.079116526,19.482359680,28.066505000
HuShihHall.B0061.FleximF721/CW.Tons,2024-02-26 00:00:00,D,5.069006354,Chilled Water,2024-08-09,30.522914526,4.542846421,29.172317368,20.088448645
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-02-26 00:00:00,D,34.766909687,Hot Water Building Heat,2024-08-10,28.693214375,6.000122291,-12.237997894,62.648904583
HuShihHall.Elec.PowerScout3HD/kW,2024-02-26 00:00:00,D,16.425882708,Electric,2024-08-11,22.803071770,6.996857604,1.966536562,45.223860105
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-02-26 00:00:00,D,48.838167916,Electric Solar submeter,2024-08-12,20.930612105,8.073280526,15.094496000,32.837555312
HuShihHall.B0061.FleximF721/CW.Tons,2024-02-27 00:00:00,D,5.751838541,Chilled Water,2024-08-13,24.412810416,8.561987916,2.120647291,47.989450526
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-02-27 00:00:00,D,29.381400416,Hot Water Building Heat,2024-08-14,26.583972395,8.909832708,-24.660141789,68.624958842
HuShihHall.Elec.PowerScout3HD/kW,2024-02-27 00:00:00,D,29.406249583,Electric,2024-08-15,27.715799583,6.433988333,-19.093218000,65.794070208
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-02-27 00:00:00,D,37.097751875,Electric Solar submeter,2024-08-16,30.081244166,7.375125833,-17.381589578,63.307053789
HuShihHall.B0061.FleximF721/CW.Tons,2024-02-28 00:00:00,D,5.673412083,Chilled Water,2024-08-17,30.769839375,5.732274062,23.819965625,27.752376526
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-02-28 00:00:00,D,26.898646250,Hot Water Building Heat,2024-08-18,33.299573750,6.165048333,14.405798541,34.852236842
HuShihHall.Elec.PowerScout3HD/kW,2024-02-28 00:00:00,D,58.466966875,Electric,2024-08-19,29.785794479,7.140802812,35.195374895,23.505110312
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-02-28 00:00:00,D,9.018221666,Electric Solar submeter,2024-08-20,19.755216458,12.925338541,27.133037894,38.820369894
HuShihHall.B0061.FleximF721/CW.Tons,2024-02-29 00:00:00,D,4.060967083,Chilled Water,2024-08-21,19.129215520,13.599836145,28.189513125,37.645606979
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-02-29 00:00:00,D,54.136986250,Hot Water Building Heat,2024-08-22,25.101144687,14.026587291,17.152848736,49.632233229
HuShihHall.Elec.PowerScout3HD/kW,2024-02-29 00:00:00,D,35.235315833,Electric,2024-08-23,29.878275937,13.640926562,1.438570312,68.145769687
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-02-29 00:00:00,D,40.180736979,Electric Solar submeter,2024-08-24,36.519244166,13.328192604,8.076785578,65.443433829
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-01 00:00:00,D,4.843654895,Chilled Water,2024-08-25,42.378735312,11.551922916,14.774780104,65.547687812
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-01 00:00:00,D,48.382884062,Hot Water Building Heat,2024-08-26,43.658724687,11.744969166,12.038174791,64.605954680
HuShihHall.Elec.PowerScout3HD/kW,2024-03-01 00:00:00,D,18.260689583,Electric,2024-08-27,47.536878210,11.845602500,11.890327604,64.120464791
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-01 00:00:00,D,54.314434583,Electric Solar submeter,2024-08-28,55.611980625,9.861791145,36.666340210,44.372561979
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-02 00:00:00,D,5.056128958,Chilled Water,2024-08-29,40.169258333,11.005587500,41.861612187,30.622574479
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-02 00:00:00,D,40.389031562,Hot Water Building Heat,2024-08-30,39.415958936,10.839978191,60.172259062,16.245041666
HuShihHall.Elec.PowerScout3HD/kW,2024-03-02 00:00:00,D,63.028659375,Electric,2024-08-31,41.371280729,10.763934583,59.842685729,19.492425937
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-02 00:00:00,D,9.609492916,Electric Solar submeter,2024-09-01,45.443413020,10.454509583,10.603858125,56.029485684
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-03 00:00:00,D,5.427022604,Chilled Water,2024-09-02,31.473720729,13.255094479,23.440315520,45.667450833
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-03 00:00:00,D,33.365171562,Hot Water Building Heat,2024-09-03,26.658780520,16.670507812,12.751462604,63.312829157
HuShihHall.Elec.PowerScout3HD/kW,2024-03-03 00:00:00,D,54.906775000,Electric,2024-09-04,29.538293645,14.429319166,16.164830833,64.569523645
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-03 00:00:00,D,20.803937604,Electric Solar submeter,2024-09-05,33.327901808,12.952438723,16.976483297,64.354135531
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-04 00:00:00,D,7.784661145,Chilled Water,2024-09-06,36.073442916,10.789892500,17.941394270,63.871744687
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-04 00:00:00,D,27.582150625,Hot Water Building Heat,2024-09-07,32.297535729,12.815429687,52.329444361,28.739077604
HuShihHall.Elec.PowerScout3HD/kW,2024-03-04 00:00:00,D,19.564492916,Electric,2024-09-08,24.851101354,15.897682083,26.979540937,63.497841562
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-04 00:00:00,D,53.770656354,Electric Solar submeter,2024-09-09,23.884465625,14.643886250,38.802536631,37.621066947
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-05 00:00:00,D,5.817541979,Chilled Water,2024-09-10,27.746716770,13.750808229,12.135689895,62.697907395
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-05 00:00:00,D,26.515529270,Hot Water Building Heat,2024-09-11,28.828472315,14.333408947,11.662448510,62.550369148
HuShihHall.Elec.PowerScout3HD/kW,2024-03-05 00:00:00,D,48.897380312,Electric,2024-09-12,35.697867395,12.512407187,18.656795729,56.098232812
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-05 00:00:00,D,19.982171666,Electric Solar submeter,2024-09-13,38.763048842,11.462306842,18.509804895,56.648342258
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-06 00:00:00,D,6.588941354,Chilled Water,2024-09-14,43.015853750,13.613765729,28.915156562,53.763291979
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-06 00:00:00,D,27.307325729,Hot Water Building Heat,2024-09-15,44.813114270,11.932142604,29.303059583,51.498648229
HuShihHall.Elec.PowerScout3HD/kW,2024-03-06 00:00:00,D,60.421867395,Electric,2024-09-16,44.104853789,12.244097052,27.873065937,55.056607083
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-06 00:00:00,D,11.262234062,Electric Solar submeter,2024-09-17,36.724149583,12.567741562,19.360026421,47.926924375
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-07 00:00:00,D,5.020931145,Chilled Water,2024-09-18,32.004124631,13.256022736,43.634935473,30.890574166
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-07 00:00:00,D,41.240062708,Hot Water Building Heat,2024-09-19,37.708085312,12.906990937,15.542885208,58.386981250
HuShihHall.Elec.PowerScout3HD/kW,2024-03-07 00:00:00,D,52.143863020,Electric,2024-09-20,39.456242916,12.274877395,18.828382916,51.189892105
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-07 00:00:00,D,15.608586666,Electric Solar submeter,2024-09-21,43.106999270,11.472803229,37.743148541,50.511897291
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-08 00:00:00,D,5.686504583,Chilled Water,2024-09-22,41.307459687,11.023605833,31.970097021,45.008964166
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-08 00:00:00,D,37.190114375,Hot Water Building Heat,2024-09-23,28.246891145,12.715885208,63.457328947,13.747870312
HuShihHall.Elec.PowerScout3HD/kW,2024-03-08 00:00:00,D,15.666909895,Electric,2024-09-24,21.041795869,15.790599347,60.603258526,11.610329895
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-08 00:00:00,D,57.086016041,Electric Solar submeter,2024-09-25,20.804491979,16.615887083,60.095003333,10.191693750
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-09 00:00:00,D,4.875501041,Chilled Water,2024-09-26,26.520819263,12.134426947,62.406165157,14.889461770
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-09 00:00:00,D,38.438747708,Hot Water Building Heat,2024-09-27,28.335815894,30.615743789,35.699870833,38.956727604
HuShihHall.Elec.PowerScout3HD/kW,2024-03-09 00:00:00,D,65.074949583,Electric,2024-09-28,30.608120520,167.337732916,62.715230208,16.552068210
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-09 00:00:00,D,9.625514479,Electric Solar submeter,2024-09-29,30.146423333,167.597497500,73.718730312,9.962064375
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-10 00:00:00,D,4.710729375,Chilled Water,2024-09-30,29.993097291,162.181064062,45.726251458,34.637526041
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-10 00:00:00,D,45.083911770,Hot Water Building Heat,2024-10-01,28.067468854,155.289182500,35.959276770,41.601873750
HuShihHall.Elec.PowerScout3HD/kW,2024-03-10 00:00:00,D,66.960351354,Electric,2024-10-02,23.051190625,175.353294583,64.714306041,9.112132604
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-10 00:00:00,D,13.450253958,Electric Solar submeter,2024-10-03,21.602901666,202.285004583,31.381360947,45.560484062
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-11 00:00:00,D,4.355193541,Chilled Water,2024-10-04,24.584846276,194.747412234,27.428715531,46.853032765
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-11 00:00:00,D,50.384065625,Hot Water Building Heat,2024-10-05,25.454169166,184.838067812,34.485101354,49.461229062
HuShihHall.Elec.PowerScout3HD/kW,2024-03-11 00:00:00,D,16.654528437,Electric,2024-10-06,22.427889473,220.945976842,27.765013645,50.332148020
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-11 00:00:00,D,58.625858645,Electric Solar submeter,2024-10-07,21.571642500,178.249594791,50.687728125,25.011194895
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-12 00:00:00,D,5.690087083,Chilled Water,2024-10-08,16.243196413,235.923138586,31.554407291,43.133808105
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-12 00:00:00,D,34.483927395,Hot Water Building Heat,2024-10-09,14.395043541,225.265282916,32.435243645,40.852687083
HuShihHall.Elec.PowerScout3HD/kW,2024-03-12 00:00:00,D,13.484015833,Electric,2024-10-10,11.139472291,301.765655208,67.683196595,11.158841894
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-12 00:00:00,D,58.057914166,Electric Solar submeter,2024-10-11,13.374499166,306.950924479,34.171900520,46.089804895
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-13 00:00:00,D,6.904711979,Chilled Water,2024-10-12,17.127643854,171.833131250,17.578374893,49.463548315
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-13 00:00:00,D,26.352423437,Hot Water Building Heat,2024-10-13,9.204563854,288.600207291,58.570641562,3.069829479
HuShihHall.Elec.PowerScout3HD/kW,2024-03-13 00:00:00,D,28.978847708,Electric,2024-10-14,8.998776489,329.358511702,57.617455312,9.510138229
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-13 00:00:00,D,45.073303750,Electric Solar submeter,2024-10-15,9.581187708,342.491707291,37.946637395,25.766878645
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-14 00:00:00,D,8.228062708,Chilled Water,2024-10-16,8.739631875,375.636895833,50.311143645,23.544214895
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-14 00:00:00,D,27.173686770,Hot Water Building Heat,2024-10-17,10.078566562,339.671526041,29.934672500,45.256193020
HuShihHall.Elec.PowerScout3HD/kW,2024-03-14 00:00:00,D,24.950958333,Electric,2024-10-18,11.829344000,348.176191894,26.296820416,44.726204255
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-14 00:00:00,D,46.170868541,Electric Solar submeter,2024-10-19,14.901796041,318.284354166,28.775432812,47.152872604
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-15 00:00:00,D,5.908877916,Chilled Water,2024-10-20,16.332647708,290.916981979,32.022622708,43.665340210
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-15 00:00:00,D,31.635331875,Hot Water Building Heat,2024-10-21,20.385064421,232.347008105,33.718633020,41.518443020
HuShihHall.Elec.PowerScout3HD/kW,2024-03-15 00:00:00,D,64.279467812,Electric,2024-10-22,23.882582916,189.820820208,37.884230520,40.793702021
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-15 00:00:00,D,8.553636979,Electric Solar submeter,2024-10-23,24.188355104,162.459020000,37.410328645,35.546637708
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-16 00:00:00,D,6.541823437,Chilled Water,2024-10-24,15.630768210,257.181126736,51.487721354,25.910429894
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-16 00:00:00,D,32.939123541,Hot Water Building Heat,2024-10-25,12.507215104,339.344937395,45.853871562,31.021550208
HuShihHall.Elec.PowerScout3HD/kW,2024-03-16 00:00:00,D,20.249593645,Electric,2024-10-26,12.844512395,285.524828125,66.563881914,16.717443297
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-16 00:00:00,D,54.142225937,Electric Solar submeter,2024-10-27,10.721407500,347.924956250,53.235247916,32.118357395
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-17 00:00:00,D,5.804583645,Chilled Water,2024-10-28,10.343909368,331.948753684,47.645984062,26.946996041
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-17 00:00:00,D,32.755628958,Hot Water Building Heat,2024-10-29,10.971441875,316.543158333,69.609191770,10.935479687
HuShihHall.Elec.PowerScout3HD/kW,2024-03-17 00:00:00,D,57.117794895,Electric,2024-10-30,18.142826458,221.788773854,40.882487916,36.943166041
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-17 00:00:00,D,19.234300208,Electric Solar submeter,2024-10-31,20.588212812,199.225540104,41.973205208,28.750846145
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-18 00:00:00,D,4.438444895,Chilled Water,2024-11-01,20.007645684,198.045187157,51.142915208,21.291699270
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-18 00:00:00,D,45.003240937,Hot Water Building Heat,2024-11-02,9.752404583,354.431365625,71.862157083,11.439271770
HuShihHall.Elec.PowerScout3HD/kW,2024-03-18 00:00:00,D,63.561130104,Electric,2024-11-03,8.885293473,412.655009473,43.413486105,38.429702395
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-18 00:00:00,D,16.401639062,Electric Solar submeter,2024-11-04,9.215009791,373.701198958,52.661804687,22.393183020
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-19 00:00:00,D,4.204440625,Chilled Water,2024-11-05,17.868047395,248.138047812,44.064680625,30.934523333
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-19 00:00:00,D,49.065840104,Hot Water Building Heat,2024-11-06,18.415240312,145.876381458,69.043303125,6.796409583
HuShihHall.Elec.PowerScout3HD/kW,2024-03-19 00:00:00,D,51.893538020,Electric,2024-11-07,13.684689894,275.674733684,69.235908315,9.499857263
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-19 00:00:00,D,29.337165208,Electric Solar submeter,2024-11-08,11.224105416,371.228160416,42.536340416,33.521632812
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-20 00:00:00,D,4.443476562,Chilled Water,2024-11-09,9.152308947,405.962191578,45.222330957,37.453090638
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-20 00:00:00,D,47.509255208,Hot Water Building Heat,2024-11-10,8.212612916,421.286268750,63.780135000,18.165999895
HuShihHall.Elec.PowerScout3HD/kW,2024-03-20 00:00:00,D,63.017098645,Electric,2024-11-11,10.595899375,333.011069791,67.615567021,6.288672842
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-20 00:00:00,D,11.420952291,Electric Solar submeter,2024-11-12,7.977499583,444.623484375,58.181667500,17.022683541
HuShihHall.B0061.FleximF721/CW.Tons,2024-03-21 00:00:00,D,3.610263541,Chilled Water,2024-11-13,7.243613750,474.544230208,40.480823958,35.578256770
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-03-21 00:00:00,D,56.766914895,Hot Water Building Heat,2024-11-14,6.798490312,526.223079166,62.922575937,15.892172395
HuShihHall.Elec.PowerScout3HD/kW,2024-03-21 00:00:00,D,64.884253750,Electric,2024-11-15,7.599878000,453.736675789,60.294814687,13.563516770
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-03-21 00:00:00,D,7.266118541,Electric Solar submeter,2024-11-16,8.551890625,413.389615625,48.530437916,29.481970625
