name,slottime_GMT,slottype,slotavg,pointTitle,Date,Chilled Water (tons),North Electric (kW),South Electric (kW),Electric (kW),Steam (klbs/hr)
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-02 00:00:00,D,130.184375000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-02 00:00:00,D,161.460416666,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-02 00:00:00,D,0.525755729,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-03 00:00:00,D,311.542697916,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-03 00:00:00,D,126.401041666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-03 00:00:00,D,156.772916666,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-03 00:00:00,D,0.505856458,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-04 00:00:00,D,324.188895833,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-04 00:00:00,D,125.755208333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-04 00:00:00,D,151.660416666,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-04 00:00:00,D,0.508757083,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-05 00:00:00,D,258.054094736,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-05 00:00:00,D,131.190625000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-05 00:00:00,D,158.694791666,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-05 00:00:00,D,0.542990833,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-06 00:00:00,D,279.687447916,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-06 00:00:00,D,125.296875000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-06 00:00:00,D,157.626041666,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-06 00:00:00,D,0.534348750,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-07 00:00:00,D,155.834523157,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-07 00:00:00,D,126.782291666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-07 00:00:00,D,158.190625000,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-07 00:00:00,D,0.538400520,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-08 00:00:00,D,180.952537500,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-08 00:00:00,D,127.055208333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-08 00:00:00,D,158.642708333,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-08 00:00:00,D,0.564051145,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-09 00:00:00,D,301.504416666,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-09 00:00:00,D,126.502083333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-09 00:00:00,D,156.098958333,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-09 00:00:00,D,0.552574270,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-10 00:00:00,D,180.607552083,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-10 00:00:00,D,122.364583333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-10 00:00:00,D,146.016666666,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-10 00:00:00,D,0.542449791,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-11 00:00:00,D,86.698705376,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-11 00:00:00,D,119.589583333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-11 00:00:00,D,144.181250000,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-11 00:00:00,D,0.546984516,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-12 00:00:00,D,83.611617708,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-12 00:00:00,D,139.117708333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-12 00:00:00,D,151.368750000,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-12 00:00:00,D,0.560830520,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-13 00:00:00,D,126.545204210,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-13 00:00:00,D,146.006250000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-13 00:00:00,D,155.140625000,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-13 00:00:00,D,0.552329687,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-14 00:00:00,D,135.584569791,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-14 00:00:00,D,147.778125000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-14 00:00:00,D,147.272916666,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-14 00:00:00,D,0.593165833,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-15 00:00:00,D,144.600534375,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-15 00:00:00,D,141.717708333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-15 00:00:00,D,149.091666666,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-15 00:00:00,D,0.564734062,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-16 00:00:00,D,167.731386458,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-16 00:00:00,D,142.927083333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-16 00:00:00,D,150.534375000,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-16 00:00:00,D,0.555220937,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-17 00:00:00,D,219.319291666,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-17 00:00:00,D,138.169791666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-17 00:00:00,D,145.516666666,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-17 00:00:00,D,0.534649166,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-18 00:00:00,D,244.474812500,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-18 00:00:00,D,137.563541666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-18 00:00:00,D,140.381250000,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-18 00:00:00,D,0.529783854,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-19 00:00:00,D,175.040841666,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-19 00:00:00,D,133.902083333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-19 00:00:00,D,153.662500000,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-19 00:00:00,D,0.561687916,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-20 00:00:00,D,31.070675789,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-20 00:00:00,D,130.195833333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-20 00:00:00,D,148.611458333,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-20 00:00:00,D,0.766331979,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-21 00:00:00,D,33.666957291,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-21 00:00:00,D,130.854166666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-21 00:00:00,D,148.579166666,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-21 00:00:00,D,0.803740625,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-22 00:00:00,D,68.851458333,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-22 00:00:00,D,129.948958333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-22 00:00:00,D,152.579166666,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-22 00:00:00,D,0.656441041,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-23 00:00:00,D,91.174531578,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-23 00:00:00,D,132.802083333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-23 00:00:00,D,154.290625000,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-23 00:00:00,D,0.765375312,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-24 00:00:00,D,106.083162500,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-24 00:00:00,D,120.721875000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-24 00:00:00,D,147.395833333,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-24 00:00:00,D,0.630712291,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-25 00:00:00,D,138.366333333,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-25 00:00:00,D,119.055208333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-25 00:00:00,D,152.517708333,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-25 00:00:00,D,0.536165833,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-26 00:00:00,D,152.380371875,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-26 00:00:00,D,132.870833333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-26 00:00:00,D,160.662500000,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-26 00:00:00,D,0.560982604,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-27 00:00:00,D,201.724104210,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-27 00:00:00,D,134.942708333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-27 00:00:00,D,163.077083333,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-27 00:00:00,D,0.551893541,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-28 00:00:00,D,351.145004166,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-28 00:00:00,D,134.839583333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-28 00:00:00,D,163.095833333,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-28 00:00:00,D,0.537653229,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-29 00:00:00,D,169.706891666,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-29 00:00:00,D,133.720833333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-29 00:00:00,D,159.884375000,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-29 00:00:00,D,0.559011041,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-30 00:00:00,D,200.752718750,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-30 00:00:00,D,135.650000000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-30 00:00:00,D,159.756250000,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-30 00:00:00,D,0.556090937,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-31 00:00:00,D,217.078010526,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-31 00:00:00,D,123.938541666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-31 00:00:00,D,155.563541666,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-31 00:00:00,D,0.561253854,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-01 00:00:00,D,229.117239583,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-01 00:00:00,D,124.168750000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-01 00:00:00,D,155.364583333,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-01 00:00:00,D,0.558264062,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-02 00:00:00,D,67.621957291,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-02 00:00:00,D,125.637500000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-02 00:00:00,D,151.346875000,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-02 00:00:00,D,0.580121041,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-03 00:00:00,D,62.874212500,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-03 00:00:00,D,145.685416666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-03 00:00:00,D,156.856250000,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-03 00:00:00,D,1.076124583,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-04 00:00:00,D,91.152920833,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-04 00:00:00,D,148.429166666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-04 00:00:00,D,161.486458333,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-04 00:00:00,D,0.941434166,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-05 00:00:00,D,101.584810416,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-05 00:00:00,D,146.240625000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-05 00:00:00,D,160.064583333,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-05 00:00:00,D,0.709006250,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-06 00:00:00,D,132.343908333,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-06 00:00:00,D,145.133333333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-06 00:00:00,D,162.569791666,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-06 00:00:00,D,0.593638645,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-07 00:00:00,D,81.676102105,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-07 00:00:00,D,125.394791666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-07 00:00:00,D,149.161458333,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-07 00:00:00,D,0.561865000,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-08 00:00:00,D,28.804484375,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-08 00:00:00,D,128.341666666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-08 00:00:00,D,146.580208333,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-08 00:00:00,D,1.004906458,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-09 00:00:00,D,65.420417204,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-09 00:00:00,D,150.176041666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-09 00:00:00,D,159.718750000,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-09 00:00:00,D,0.808151145,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-10 00:00:00,D,72.636437500,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-10 00:00:00,D,144.541666666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-10 00:00:00,D,159.063541666,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-10 00:00:00,D,0.644386770,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-11 00:00:00,D,96.124152127,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-11 00:00:00,D,143.887500000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-11 00:00:00,D,158.343750000,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-11 00:00:00,D,0.951490833,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-12 00:00:00,D,143.557040625,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-12 00:00:00,D,144.577083333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-12 00:00:00,D,151.104166666,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-12 00:00:00,D,0.588866875,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-13 00:00:00,D,159.978626041,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-13 00:00:00,D,142.401041666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-13 00:00:00,D,161.801041666,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-13 00:00:00,D,0.577714270,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-14 00:00:00,D,157.071832291,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-14 00:00:00,D,123.823958333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-14 00:00:00,D,153.917708333,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-14 00:00:00,D,0.569715416,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-15 00:00:00,D,163.916265625,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-15 00:00:00,D,123.464583333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-15 00:00:00,D,148.331250000,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-15 00:00:00,D,0.571748854,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-16 00:00:00,D,187.510987500,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-16 00:00:00,D,162.983333333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-16 00:00:00,D,164.056250000,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-16 00:00:00,D,0.591743750,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-17 00:00:00,D,121.077334375,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-17 00:00:00,D,155.571875000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-17 00:00:00,D,158.612500000,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-17 00:00:00,D,0.607543958,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-18 00:00:00,D,103.131925000,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-18 00:00:00,D,145.334375000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-18 00:00:00,D,146.731250000,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-18 00:00:00,D,0.586846979,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-19 00:00:00,D,146.301721875,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-19 00:00:00,D,145.972916666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-19 00:00:00,D,146.834375000,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-19 00:00:00,D,0.652066666,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-20 00:00:00,D,166.745996875,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-20 00:00:00,D,144.984375000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-20 00:00:00,D,150.451041666,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-20 00:00:00,D,0.589880208,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-21 00:00:00,D,151.070108333,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-21 00:00:00,D,123.887500000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-21 00:00:00,D,138.985416666,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-21 00:00:00,D,0.565140729,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-22 00:00:00,D,133.741286458,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-22 00:00:00,D,122.757291666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-22 00:00:00,D,138.082291666,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-22 00:00:00,D,0.562159062,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-23 00:00:00,D,77.058770416,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-23 00:00:00,D,148.576041666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-23 00:00:00,D,146.255208333,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-23 00:00:00,D,0.602009270,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-24 00:00:00,D,35.644363541,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-24 00:00:00,D,152.760416666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-24 00:00:00,D,145.104166666,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-24 00:00:00,D,0.797062083,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-25 00:00:00,D,57.113115625,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-25 00:00:00,D,146.362500000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-25 00:00:00,D,142.051041666,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-25 00:00:00,D,0.714639583,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-26 00:00:00,D,143.729858333,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-26 00:00:00,D,144.126041666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-26 00:00:00,D,147.171875000,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-26 00:00:00,D,0.618514166,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-27 00:00:00,D,110.308018750,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-27 00:00:00,D,142.905208333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-27 00:00:00,D,146.476041666,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-27 00:00:00,D,0.606480937,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-28 00:00:00,D,117.352620000,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-28 00:00:00,D,125.216666666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-28 00:00:00,D,132.257291666,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-28 00:00:00,D,0.557834062,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-29 00:00:00,D,97.983677083,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-29 00:00:00,D,124.679166666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-29 00:00:00,D,131.363541666,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-29 00:00:00,D,0.581545312,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-09-30 00:00:00,D,126.208804166,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-09-30 00:00:00,D,146.246875000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-09-30 00:00:00,D,146.417708333,South Electric,,,,,,
BakerLab.STM.Flow,2024-09-30 00:00:00,D,0.617879062,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-01 00:00:00,D,91.823490625,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-01 00:00:00,D,145.088541666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-01 00:00:00,D,148.103125000,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-01 00:00:00,D,0.625322291,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-02 00:00:00,D,42.777219791,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-02 00:00:00,D,144.023958333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-02 00:00:00,D,138.891666666,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-02 00:00:00,D,0.667582187,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-03 00:00:00,D,52.655237500,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-03 00:00:00,D,147.647916666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-03 00:00:00,D,136.775000000,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-03 00:00:00,D,1.006974270,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-04 00:00:00,D,82.230686458,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-04 00:00:00,D,147.835416666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-04 00:00:00,D,144.257291666,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-04 00:00:00,D,0.902384479,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-05 00:00:00,D,44.026889895,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-05 00:00:00,D,125.523958333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-05 00:00:00,D,130.438541666,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-05 00:00:00,D,0.759921458,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-06 00:00:00,D,52.612076041,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-06 00:00:00,D,128.459375000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-06 00:00:00,D,129.704166666,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-06 00:00:00,D,1.115479479,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-07 00:00:00,D,41.704948958,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-07 00:00:00,D,146.784375000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-07 00:00:00,D,142.612500000,South Electric,,,,,,
BakerLab.STM.Flow,2024-10-07 00:00:00,D,0.734600208,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-10-08 00:00:00,D,19.346318750,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-10-08 00:00:00,D,152.341666666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-10-08 00:00:00,D,139.553125000,South Electric,,,,,,
