name,slottime_GMT,slottype,slotavg,pointTitle,Date,Chilled Water (tons),North Electric (kW),South Electric (kW),Electric (kW),Steam (klbs/hr)
BakerLab.Elec.South.PowerScout3/kW_System,2024-03-23 00:00:00,D,137.444791666,South Electric,2024-11-23,15.658632395,132.691666666,127.757291666,260.4489583,2.442026250
BakerLab.STM.Flow,2024-03-23 00:00:00,D,3.472769895,Steam,2024-11-24,16.748752083,130.284375000,127.620833333,257.9052083,2.229364687
BakerLab.CW.FP/TONS,2024-03-24 00:00:00,D,19.429051041,Chilled Water,2024-11-25,17.720541666,139.127083333,141.656250000,280.7833333,2.322746041
BakerLab.Elec.North.PowerScout3/kW_System,2024-03-24 00:00:00,D,133.325000000,North Electric,2024-11-26,21.254847916,141.571875000,147.601041666,289.1729167,1.914634166
BakerLab.Elec.South.PowerScout3/kW_System,2024-03-24 00:00:00,D,138.971875000,South Electric,2024-11-27,20.441386354,135.641666666,131.939583333,267.58125,2.411924270
BakerLab.STM.Flow,2024-03-24 00:00:00,D,3.562171354,Steam,2024-11-28,19.990383333,131.964583333,124.936458333,256.9010417,2.584370000
BakerLab.CW.FP/TONS,2024-03-25 00:00:00,D,19.609248958,Chilled Water,2024-11-29,20.479207291,131.110416666,124.083333333,255.19375,2.790421145
BakerLab.Elec.North.PowerScout3/kW_System,2024-03-25 00:00:00,D,148.461458333,North Electric,2024-11-30,20.125097916,130.269791666,124.136458333,254.40625,3.318275312
BakerLab.Elec.South.PowerScout3/kW_System,2024-03-25 00:00:00,D,152.696875000,South Electric,2024-12-01,19.891991666,130.172916666,124.213541666,254.3864583,3.545947187
BakerLab.STM.Flow,2024-03-25 00:00:00,D,2.973536875,Steam,2024-12-02,19.865903125,143.516666666,138.080208333,281.596875,3.616795416
BakerLab.CW.FP/TONS,2024-03-26 00:00:00,D,19.747482291,Chilled Water,2024-12-03,19.868017708,144.757291666,140.178125000,284.9354167,3.545991458
BakerLab.Elec.North.PowerScout3/kW_System,2024-03-26 00:00:00,D,146.947916666,North Electric,2024-12-04,19.389438541,142.828125000,138.491666666,281.3197917,3.724800416
BakerLab.Elec.South.PowerScout3/kW_System,2024-03-26 00:00:00,D,160.236458333,South Electric,2024-12-05,14.587729791,146.985416666,115.281250000,262.2666667,3.351746666
BakerLab.STM.Flow,2024-03-26 00:00:00,D,1.871554375,Steam,2024-12-06,19.886722736,142.132291666,137.895833333,280.028125,4.078191666
BakerLab.CW.FP/TONS,2024-03-27 00:00:00,D,20.568504375,Chilled Water,2024-12-07,20.053925806,132.613541666,128.239583333,260.853125,3.697074375
BakerLab.Elec.North.PowerScout3/kW_System,2024-03-27 00:00:00,D,148.781250000,North Electric,2024-12-08,19.849396808,134.925531914,124.646808510,259.5723404,2.707383723
BakerLab.Elec.South.PowerScout3/kW_System,2024-03-27 00:00:00,D,158.827083333,South Electric,2024-12-09,18.140192708,143.714583333,127.839583333,271.5541667,2.514686458
BakerLab.STM.Flow,2024-03-27 00:00:00,D,1.406041979,Steam,2024-12-10,20.183521875,143.533333333,138.152083333,281.6854167,1.863815625
BakerLab.CW.FP/TONS,2024-03-28 00:00:00,D,20.740479166,Chilled Water,2024-12-11,20.562652083,145.765625000,140.177083333,285.9427083,1.933330208
BakerLab.Elec.North.PowerScout3/kW_System,2024-03-28 00:00:00,D,148.281250000,North Electric,2024-12-12,20.280531250,142.428125000,138.309375000,280.7375,3.477659270
BakerLab.Elec.South.PowerScout3/kW_System,2024-03-28 00:00:00,D,156.163541666,South Electric,2024-12-13,20.214576041,140.535416666,136.761458333,277.296875,4.360229479
BakerLab.STM.Flow,2024-03-28 00:00:00,D,2.410587500,Steam,2024-12-14,20.595069791,134.209375000,133.102083333,267.3114583,4.341798125
BakerLab.CW.FP/TONS,2024-03-29 00:00:00,D,19.116526315,Chilled Water,2024-12-15,20.701852083,135.207291666,131.721875000,266.9291667,3.670244062
BakerLab.Elec.North.PowerScout3/kW_System,2024-03-29 00:00:00,D,148.894791666,North Electric,2024-12-16,20.041387096,138.931250000,137.177083333,276.1083333,2.863670937
BakerLab.Elec.South.PowerScout3/kW_System,2024-03-29 00:00:00,D,146.160416666,South Electric,2024-12-17,20.051418750,143.484375000,136.867708333,280.3520833,2.163085312
BakerLab.STM.Flow,2024-03-29 00:00:00,D,2.900810520,Steam,2024-12-18,20.104857291,138.131250000,136.559375000,274.690625,2.648393958
BakerLab.CW.FP/TONS,2024-03-30 00:00:00,D,19.153413541,Chilled Water,2024-12-19,20.000306250,136.571875000,135.167708333,271.7395833,3.080118750
BakerLab.Elec.North.PowerScout3/kW_System,2024-03-30 00:00:00,D,135.869791666,North Electric,2024-12-20,18.702336842,136.658333333,124.785416666,261.44375,3.384009166
BakerLab.Elec.South.PowerScout3/kW_System,2024-03-30 00:00:00,D,135.123958333,South Electric,2024-12-21,17.556517708,131.255208333,114.273958333,245.5291667,4.103114687
BakerLab.STM.Flow,2024-03-30 00:00:00,D,2.485818750,Steam,2024-12-22,17.914082291,128.994791666,110.487500000,239.4822917,5.035312916
BakerLab.CW.FP/TONS,2024-03-31 00:00:00,D,19.028962500,Chilled Water,2024-12-23,18.326582291,131.294791666,116.000000000,247.2947917,5.309925937
BakerLab.Elec.North.PowerScout3/kW_System,2024-03-31 00:00:00,D,134.335416666,North Electric,2024-12-24,17.767758333,132.164583333,114.486458333,246.6510417,3.641366145
BakerLab.Elec.South.PowerScout3/kW_System,2024-03-31 00:00:00,D,129.377083333,South Electric,2024-12-25,14.715300000,130.814583333,100.280208333,231.0947917,3.506239687
BakerLab.STM.Flow,2024-03-31 00:00:00,D,2.185280937,Steam,2024-12-26,14.405942708,129.660416666,101.605208333,231.265625,3.948753750
BakerLab.CW.FP/TONS,2024-04-01 00:00:00,D,18.576096875,Chilled Water,2024-12-27,14.443267708,130.139583333,102.230208333,232.3697917,3.699984687
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-01 00:00:00,D,141.884375000,North Electric,2024-12-28,14.450697916,130.454166666,99.710416666,230.1645833,2.311067187
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-01 00:00:00,D,136.228125000,South Electric,2024-12-29,15.014064583,131.007291666,98.817708333,229.825,1.883016458
BakerLab.STM.Flow,2024-04-01 00:00:00,D,2.177031770,Steam,2024-12-30,14.884222150,132.859375000,101.134375000,233.99375,1.517509062
BakerLab.CW.FP/TONS,2024-04-02 00:00:00,D,18.090727083,Chilled Water,2024-12-31,14.646838541,131.347916666,100.569791666,231.9177083,2.131388854
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-02 00:00:00,D,143.443750000,North Electric,2025-01-01,14.652763541,131.696875000,100.032291666,231.7291667,2.322710416
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-02 00:00:00,D,140.111458333,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-02 00:00:00,D,2.226176458,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-04-03 00:00:00,D,18.149693548,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-03 00:00:00,D,146.419148936,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-03 00:00:00,D,136.255913978,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-03 00:00:00,D,2.230489255,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-04-04 00:00:00,D,17.848409375,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-04 00:00:00,D,139.017708333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-04 00:00:00,D,132.461458333,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-04 00:00:00,D,2.593707916,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-04-05 00:00:00,D,18.697736363,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-05 00:00:00,D,137.653061224,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-05 00:00:00,D,140.991836734,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-05 00:00:00,D,2.917480000,Steam,,,,,,
,,,,,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-06 00:00:00,D,135.427083333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-06 00:00:00,D,130.412500000,South Electric,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-07 00:00:00,D,133.143750000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-07 00:00:00,D,122.135416666,South Electric,,,,,,
,,,,,,,,,,
BakerLab.CW.FP/TONS,2024-04-08 00:00:00,D,15.710109090,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-08 00:00:00,D,144.008333333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-08 00:00:00,D,127.618750000,South Electric,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-09 00:00:00,D,145.568750000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-09 00:00:00,D,136.685416666,South Electric,,,,,,
,,,,,,,,,,
,,,,,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-10 00:00:00,D,142.601538461,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-10 00:00:00,D,144.472307692,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-10 00:00:00,D,0.647150000,Steam,,,,,,
,,,,,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-11 00:00:00,D,149.986458333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-11 00:00:00,D,136.982291666,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-11 00:00:00,D,0.790467187,Steam,,,,,,
,,,,,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-12 00:00:00,D,147.879166666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-12 00:00:00,D,152.323958333,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-12 00:00:00,D,0.782730937,Steam,,,,,,
,,,,,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-13 00:00:00,D,135.670833333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-13 00:00:00,D,140.182291666,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-13 00:00:00,D,2.094282187,Steam,,,,,,
,,,,,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-14 00:00:00,D,134.791666666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-14 00:00:00,D,139.952083333,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-14 00:00:00,D,1.579203437,Steam,,,,,,
,,,,,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-15 00:00:00,D,150.616666666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-15 00:00:00,D,151.736458333,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-15 00:00:00,D,1.339349062,Steam,,,,,,
,,,,,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-16 00:00:00,D,143.427083333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-16 00:00:00,D,150.119791666,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-16 00:00:00,D,1.294227291,Steam,,,,,,
,,,,,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-17 00:00:00,D,144.745833333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-17 00:00:00,D,151.589583333,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-17 00:00:00,D,1.512310729,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-04-18 00:00:00,D,21.431797297,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-18 00:00:00,D,149.819791666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-18 00:00:00,D,158.059375000,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-18 00:00:00,D,1.145196979,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-04-19 00:00:00,D,20.109583333,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-19 00:00:00,D,145.191666666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-19 00:00:00,D,157.420833333,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-19 00:00:00,D,1.473863437,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-04-20 00:00:00,D,19.844670526,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-20 00:00:00,D,132.011458333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-20 00:00:00,D,149.056250000,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-20 00:00:00,D,1.518428958,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-04-21 00:00:00,D,19.541388541,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-21 00:00:00,D,131.440625000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-21 00:00:00,D,145.279166666,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-21 00:00:00,D,2.209704375,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-04-22 00:00:00,D,19.520716666,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-22 00:00:00,D,148.065625000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-22 00:00:00,D,156.020833333,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-22 00:00:00,D,2.169276666,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-04-23 00:00:00,D,44.626612500,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-23 00:00:00,D,144.336458333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-23 00:00:00,D,156.026041666,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-23 00:00:00,D,1.505309687,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-04-24 00:00:00,D,22.202591250,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-24 00:00:00,D,143.792708333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-24 00:00:00,D,151.859375000,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-24 00:00:00,D,1.664799895,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-04-25 00:00:00,D,18.461589687,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-25 00:00:00,D,148.606250000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-25 00:00:00,D,153.785416666,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-25 00:00:00,D,2.581479791,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-04-26 00:00:00,D,23.217781250,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-26 00:00:00,D,145.306250000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-26 00:00:00,D,156.471875000,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-26 00:00:00,D,2.072784895,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-04-27 00:00:00,D,21.084109375,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-27 00:00:00,D,130.629166666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-27 00:00:00,D,141.794791666,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-27 00:00:00,D,1.267701145,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-04-28 00:00:00,D,56.994178125,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-28 00:00:00,D,128.114583333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-28 00:00:00,D,136.477083333,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-28 00:00:00,D,1.054047291,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-04-29 00:00:00,D,136.817998958,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-29 00:00:00,D,142.813541666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-29 00:00:00,D,160.769791666,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-29 00:00:00,D,0.614746666,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-04-30 00:00:00,D,87.428302083,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-04-30 00:00:00,D,141.028125000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-04-30 00:00:00,D,157.075000000,South Electric,,,,,,
BakerLab.STM.Flow,2024-04-30 00:00:00,D,0.601643020,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-01 00:00:00,D,68.878770833,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-01 00:00:00,D,145.297916666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-01 00:00:00,D,154.862500000,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-01 00:00:00,D,0.869482812,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-02 00:00:00,D,88.264705263,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-02 00:00:00,D,145.210416666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-02 00:00:00,D,153.185416666,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-02 00:00:00,D,0.602549791,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-03 00:00:00,D,83.074406382,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-03 00:00:00,D,141.912500000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-03 00:00:00,D,151.105208333,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-03 00:00:00,D,0.918685833,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-04 00:00:00,D,53.202539583,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-04 00:00:00,D,126.468750000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-04 00:00:00,D,138.229166666,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-04 00:00:00,D,0.690193541,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-05 00:00:00,D,22.618726595,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-05 00:00:00,D,130.696875000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-05 00:00:00,D,138.159375000,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-05 00:00:00,D,1.088144791,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-06 00:00:00,D,51.136347916,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-06 00:00:00,D,138.611458333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-06 00:00:00,D,148.320833333,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-06 00:00:00,D,0.770185208,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-07 00:00:00,D,63.452336458,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-07 00:00:00,D,136.671875000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-07 00:00:00,D,140.051041666,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-07 00:00:00,D,1.014632708,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-08 00:00:00,D,98.827767708,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-08 00:00:00,D,127.277083333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-08 00:00:00,D,145.931250000,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-08 00:00:00,D,0.560624791,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-09 00:00:00,D,25.560431250,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-09 00:00:00,D,134.827083333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-09 00:00:00,D,149.919791666,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-09 00:00:00,D,1.025673958,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-10 00:00:00,D,21.097256250,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-10 00:00:00,D,137.976041666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-10 00:00:00,D,148.885416666,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-10 00:00:00,D,1.330509270,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-11 00:00:00,D,20.673012500,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-11 00:00:00,D,132.770833333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-11 00:00:00,D,140.881250000,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-11 00:00:00,D,1.156099479,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-12 00:00:00,D,20.833546875,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-12 00:00:00,D,133.118750000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-12 00:00:00,D,136.746875000,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-12 00:00:00,D,1.263565416,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-13 00:00:00,D,31.792903191,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-13 00:00:00,D,139.670833333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-13 00:00:00,D,145.610416666,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-13 00:00:00,D,1.034801250,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-14 00:00:00,D,95.756947916,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-14 00:00:00,D,133.496875000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-14 00:00:00,D,142.544791666,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-14 00:00:00,D,0.614398125,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-15 00:00:00,D,61.085838541,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-15 00:00:00,D,129.883333333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-15 00:00:00,D,142.914583333,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-15 00:00:00,D,0.583421250,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-16 00:00:00,D,80.864383870,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-16 00:00:00,D,133.482291666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-16 00:00:00,D,146.852083333,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-16 00:00:00,D,0.589029062,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-17 00:00:00,D,81.904962105,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-17 00:00:00,D,132.496875000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-17 00:00:00,D,143.440625000,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-17 00:00:00,D,0.604459166,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-18 00:00:00,D,77.894366315,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-18 00:00:00,D,125.258333333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-18 00:00:00,D,132.210416666,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-18 00:00:00,D,0.558786770,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-19 00:00:00,D,105.830327083,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-19 00:00:00,D,123.596875000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-19 00:00:00,D,132.556250000,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-19 00:00:00,D,0.550040729,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-20 00:00:00,D,142.890035416,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-20 00:00:00,D,127.095833333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-20 00:00:00,D,142.327083333,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-20 00:00:00,D,0.577628437,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-21 00:00:00,D,210.758500000,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-21 00:00:00,D,132.131250000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-21 00:00:00,D,147.609375000,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-21 00:00:00,D,0.557703958,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-22 00:00:00,D,223.255465625,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-22 00:00:00,D,129.464583333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-22 00:00:00,D,147.264583333,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-22 00:00:00,D,0.571556666,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-23 00:00:00,D,154.732079479,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-23 00:00:00,D,129.103125000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-23 00:00:00,D,145.668750000,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-23 00:00:00,D,0.559181562,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-24 00:00:00,D,111.739560416,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-24 00:00:00,D,130.593750000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-24 00:00:00,D,141.389583333,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-24 00:00:00,D,0.641468750,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-25 00:00:00,D,96.740210752,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-25 00:00:00,D,126.102083333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-25 00:00:00,D,134.332291666,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-25 00:00:00,D,0.692296458,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-26 00:00:00,D,121.268763541,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-26 00:00:00,D,126.127083333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-26 00:00:00,D,133.413541666,South Electric,,,,,,
