name,slottime_GMT,slottype,slotavg,pointTitle,Date,Chilled Water (tons),Electric (kW),Steam (lbs/hr)
MannLibrary.STM.M22-V/AverageMassFlow,2024-04-21 00:00:00,D,1231.710641666,Steam,2024-11-29,4.346631041,98.253125000,2329.751263157
MannLibrary.CW.FP/TONS,2024-04-22 00:00:00,D,26.910300000,Chilled Water,2024-11-30,4.308137604,95.225000000,2526.010375000
MannLibrary.Elec.PowerScout3/kW_System,2024-04-22 00:00:00,D,144.290625000,Electric,2024-12-01,4.241967604,103.068750000,2638.917347368
MannLibrary.STM.M22-V/AverageMassFlow,2024-04-22 00:00:00,D,1364.326026041,Steam,2024-12-02,4.855467604,136.735416666,2725.114631578
MannLibrary.CW.FP/TONS,2024-04-23 00:00:00,D,67.404359375,Chilled Water,2024-12-03,5.334715416,147.244791666,2572.496239583
MannLibrary.Elec.PowerScout3/kW_System,2024-04-23 00:00:00,D,141.089583333,Electric,2024-12-04,4.955760416,147.866666666,2784.990936842
MannLibrary.STM.M22-V/AverageMassFlow,2024-04-23 00:00:00,D,1189.130309782,Steam,2024-12-05,5.173401145,148.326041666,2461.142052083
MannLibrary.CW.FP/TONS,2024-04-24 00:00:00,D,36.058129166,Chilled Water,2024-12-06,5.047857444,144.104166666,2747.356958333
MannLibrary.Elec.PowerScout3/kW_System,2024-04-24 00:00:00,D,142.245833333,Electric,2024-12-07,4.253527052,112.717708333,2710.305843750
MannLibrary.STM.M22-V/AverageMassFlow,2024-04-24 00:00:00,D,1110.958283695,Steam,2024-12-08,4.553962947,113.968085106,2250.748042553
MannLibrary.CW.FP/TONS,2024-04-25 00:00:00,D,22.336250833,Chilled Water,2024-12-09,4.978786875,141.566666666,2214.703333333
MannLibrary.Elec.PowerScout3/kW_System,2024-04-25 00:00:00,D,144.012500000,Electric,2024-12-10,19.318857916,146.330208333,1583.204444791
MannLibrary.STM.M22-V/AverageMassFlow,2024-04-25 00:00:00,D,1387.297861458,Steam,2024-12-11,17.413215416,144.378125000,1699.849135416
MannLibrary.CW.FP/TONS,2024-04-26 00:00:00,D,46.605963541,Chilled Water,2024-12-12,7.432900104,145.269791666,2448.169562500
MannLibrary.Elec.PowerScout3/kW_System,2024-04-26 00:00:00,D,136.941666666,Electric,2024-12-13,5.511931562,141.813541666,2880.113831578
MannLibrary.STM.M22-V/AverageMassFlow,2024-04-26 00:00:00,D,1337.538219791,Steam,2024-12-14,4.633418631,119.494791666,2858.309104166
MannLibrary.CW.FP/TONS,2024-04-27 00:00:00,D,39.331116666,Chilled Water,2024-12-15,4.339953125,112.117708333,2629.245031250
MannLibrary.Elec.PowerScout3/kW_System,2024-04-27 00:00:00,D,106.633333333,Electric,2024-12-16,4.890577291,143.086458333,2282.732854166
MannLibrary.STM.M22-V/AverageMassFlow,2024-04-27 00:00:00,D,1041.017700000,Steam,2024-12-17,9.206458020,148.224175824,2002.208236458
MannLibrary.CW.FP/TONS,2024-04-28 00:00:00,D,67.292490425,Chilled Water,2024-12-18,6.777726354,144.394791666,2269.415552083
MannLibrary.Elec.PowerScout3/kW_System,2024-04-28 00:00:00,D,112.173958333,Electric,2024-12-19,5.095320000,145.715625000,2657.307781250
MannLibrary.STM.M22-V/AverageMassFlow,2024-04-28 00:00:00,D,868.947004315,Steam,2024-12-20,5.114002083,141.287500000,2651.748364583
MannLibrary.CW.FP/TONS,2024-04-29 00:00:00,D,127.049792708,Chilled Water,2024-12-21,4.495017083,108.048958333,3051.367063157
MannLibrary.Elec.PowerScout3/kW_System,2024-04-29 00:00:00,D,136.380208333,Electric,2024-12-22,4.459268020,99.063541666,3729.544260416
MannLibrary.STM.M22-V/AverageMassFlow,2024-04-29 00:00:00,D,764.160566354,Steam,2024-12-23,9.122293229,126.189583333,3891.478020833
MannLibrary.CW.FP/TONS,2024-04-30 00:00:00,D,103.656472916,Chilled Water,2024-12-24,4.440026145,120.725000000,3254.016104166
MannLibrary.Elec.PowerScout3/kW_System,2024-04-30 00:00:00,D,142.843750000,Electric,2024-12-25,4.245356875,92.258333333,2582.690104166
MannLibrary.STM.M22-V/AverageMassFlow,2024-04-30 00:00:00,D,783.379180645,Steam,2024-12-26,4.362003229,92.021875000,3143.004395833
MannLibrary.CW.FP/TONS,2024-05-01 00:00:00,D,95.783571578,Chilled Water,2024-12-27,4.350450625,93.597916666,2946.095708333
MannLibrary.Elec.PowerScout3/kW_System,2024-05-01 00:00:00,D,140.908333333,Electric,2024-12-28,6.307281979,92.854166666,2112.826229166
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-01 00:00:00,D,782.984026770,Steam,2024-12-29,14.624122083,91.531250000,1843.434062765
MannLibrary.CW.FP/TONS,2024-05-02 00:00:00,D,104.734211702,Chilled Water,2024-12-30,22.752236041,87.936458333,1656.980771739
MannLibrary.Elec.PowerScout3/kW_System,2024-05-02 00:00:00,D,139.775000000,Electric,2024-12-31,10.795039062,88.972916666,1974.133468750
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-02 00:00:00,D,731.472166666,Steam,2025-01-01,6.014685937,89.425000000,2578.863312500
MannLibrary.CW.FP/TONS,2024-05-03 00:00:00,D,100.521396875,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-03 00:00:00,D,135.663541666,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-03 00:00:00,D,913.493778125,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-04 00:00:00,D,74.870768750,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-04 00:00:00,D,111.350000000,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-04 00:00:00,D,764.121957916,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-05 00:00:00,D,51.160193750,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-05 00:00:00,D,120.134375000,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-05 00:00:00,D,941.700123958,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-06 00:00:00,D,81.519922916,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-06 00:00:00,D,142.065625000,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-06 00:00:00,D,832.458051354,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-07 00:00:00,D,89.437323958,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-07 00:00:00,D,140.577083333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-07 00:00:00,D,975.481475104,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-08 00:00:00,D,118.352252083,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-08 00:00:00,D,137.402083333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-08 00:00:00,D,790.956082291,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-09 00:00:00,D,51.787633333,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-09 00:00:00,D,144.423958333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-09 00:00:00,D,871.017209270,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-10 00:00:00,D,39.519329032,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-10 00:00:00,D,147.956250000,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-10 00:00:00,D,901.939754631,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-11 00:00:00,D,45.900739583,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-11 00:00:00,D,116.112500000,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-11 00:00:00,D,818.549144791,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-12 00:00:00,D,45.653377083,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-12 00:00:00,D,112.843750000,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-12 00:00:00,D,901.967406250,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-13 00:00:00,D,68.121234375,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-13 00:00:00,D,137.345833333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-13 00:00:00,D,965.533429473,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-14 00:00:00,D,105.589830208,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-14 00:00:00,D,142.888541666,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-14 00:00:00,D,588.962656875,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-15 00:00:00,D,98.647567708,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-15 00:00:00,D,142.237500000,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-15 00:00:00,D,904.677116458,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-16 00:00:00,D,101.032958333,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-16 00:00:00,D,140.504166666,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-16 00:00:00,D,531.626662500,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-17 00:00:00,D,96.926409375,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-17 00:00:00,D,132.171875000,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-17 00:00:00,D,626.657491489,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-18 00:00:00,D,89.751705319,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-18 00:00:00,D,105.891666666,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-18 00:00:00,D,741.754433229,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-19 00:00:00,D,97.723465625,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-19 00:00:00,D,91.759375000,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-19 00:00:00,D,514.788045833,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-20 00:00:00,D,120.126021505,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-20 00:00:00,D,124.852083333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-20 00:00:00,D,467.863064842,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-21 00:00:00,D,144.607644791,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-21 00:00:00,D,130.758333333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-21 00:00:00,D,352.030097473,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-22 00:00:00,D,151.691798958,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-22 00:00:00,D,133.942708333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-22 00:00:00,D,350.849199062,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-23 00:00:00,D,118.667288750,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-23 00:00:00,D,132.339583333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-23 00:00:00,D,553.284485652,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-24 00:00:00,D,108.824118750,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-24 00:00:00,D,122.813541666,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-24 00:00:00,D,536.105907368,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-25 00:00:00,D,87.062705208,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-25 00:00:00,D,95.253125000,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-25 00:00:00,D,897.360335625,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-26 00:00:00,D,94.682403125,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-26 00:00:00,D,93.997916666,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-26 00:00:00,D,453.265551789,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-27 00:00:00,D,139.810941666,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-27 00:00:00,D,99.540625000,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-27 00:00:00,D,294.288147674,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-28 00:00:00,D,106.021411458,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-28 00:00:00,D,128.095833333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-28 00:00:00,D,281.490397916,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-29 00:00:00,D,76.254792631,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-29 00:00:00,D,129.248958333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-29 00:00:00,D,0.000000000,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-30 00:00:00,D,47.798546770,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-30 00:00:00,D,128.735416666,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-30 00:00:00,D,0.000000000,Steam,,,,
MannLibrary.CW.FP/TONS,2024-05-31 00:00:00,D,69.187922631,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-05-31 00:00:00,D,123.387500000,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-05-31 00:00:00,D,1630.939400333,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-01 00:00:00,D,77.191578541,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-01 00:00:00,D,96.108333333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-01 00:00:00,D,605.879682417,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-02 00:00:00,D,89.818482291,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-02 00:00:00,D,90.368750000,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-02 00:00:00,D,809.547353229,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-03 00:00:00,D,114.213015789,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-03 00:00:00,D,123.104166666,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-03 00:00:00,D,659.325490315,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-04 00:00:00,D,132.375331460,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-04 00:00:00,D,126.590625000,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-04 00:00:00,D,547.961821875,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-05 00:00:00,D,148.333368750,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-05 00:00:00,D,129.122916666,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-05 00:00:00,D,372.683154062,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-06 00:00:00,D,163.857840625,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-06 00:00:00,D,132.511458333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-06 00:00:00,D,492.794066250,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-07 00:00:00,D,89.043258333,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-07 00:00:00,D,127.470833333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-07 00:00:00,D,1058.671253125,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-08 00:00:00,D,71.852667368,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-08 00:00:00,D,105.604166666,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-08 00:00:00,D,696.210720210,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-09 00:00:00,D,62.351026881,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-09 00:00:00,D,94.322916666,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-09 00:00:00,D,934.659395531,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-10 00:00:00,D,59.311834375,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-10 00:00:00,D,127.807291666,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-10 00:00:00,D,1017.338187500,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-11 00:00:00,D,62.267690625,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-11 00:00:00,D,128.573958333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-11 00:00:00,D,997.550790625,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-12 00:00:00,D,83.488791397,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-12 00:00:00,D,125.156250000,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-12 00:00:00,D,620.757544431,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-13 00:00:00,D,120.733942553,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-13 00:00:00,D,132.179166666,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-13 00:00:00,D,514.019489479,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-14 00:00:00,D,140.806346315,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-14 00:00:00,D,132.823958333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-14 00:00:00,D,785.522728421,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-15 00:00:00,D,88.997852688,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-15 00:00:00,D,99.856250000,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-15 00:00:00,D,764.761109473,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-16 00:00:00,D,81.163637291,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-16 00:00:00,D,91.973958333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-16 00:00:00,D,790.105635164,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-17 00:00:00,D,146.693129473,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-17 00:00:00,D,128.282291666,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-17 00:00:00,D,723.105573473,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-18 00:00:00,D,200.719285416,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-18 00:00:00,D,132.272916666,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-18 00:00:00,D,551.558509462,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-19 00:00:00,D,195.279302083,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-19 00:00:00,D,99.342708333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-19 00:00:00,D,456.185772916,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-20 00:00:00,D,236.657020833,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-20 00:00:00,D,135.286458333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-20 00:00:00,D,652.669668817,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-21 00:00:00,D,223.775487500,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-21 00:00:00,D,129.703125000,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-21 00:00:00,D,618.262426881,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-22 00:00:00,D,188.228735416,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-22 00:00:00,D,105.621875000,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-22 00:00:00,D,534.085007291,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-23 00:00:00,D,186.582789583,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-23 00:00:00,D,107.405208333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-23 00:00:00,D,526.445587500,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-24 00:00:00,D,125.492035164,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-24 00:00:00,D,133.697916666,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-24 00:00:00,D,666.158101875,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-25 00:00:00,D,133.365478125,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-25 00:00:00,D,134.655789473,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-25 00:00:00,D,678.807598958,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-26 00:00:00,D,160.062566666,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-26 00:00:00,D,135.511458333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-26 00:00:00,D,629.700174893,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-27 00:00:00,D,111.417479166,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-27 00:00:00,D,137.766666666,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-27 00:00:00,D,687.808816842,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-28 00:00:00,D,96.426420842,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-28 00:00:00,D,132.367708333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-28 00:00:00,D,804.678374468,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-29 00:00:00,D,120.530138541,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-29 00:00:00,D,104.773958333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-29 00:00:00,D,642.183526041,Steam,,,,
MannLibrary.CW.FP/TONS,2024-06-30 00:00:00,D,152.086931578,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-06-30 00:00:00,D,98.178125000,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-06-30 00:00:00,D,630.947215625,Steam,,,,
MannLibrary.CW.FP/TONS,2024-07-01 00:00:00,D,93.227983333,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-07-01 00:00:00,D,129.098958333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-07-01 00:00:00,D,763.765285268,Steam,,,,
MannLibrary.CW.FP/TONS,2024-07-02 00:00:00,D,112.703504255,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-07-02 00:00:00,D,129.146875000,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-07-02 00:00:00,D,792.936057777,Steam,,,,
MannLibrary.CW.FP/TONS,2024-07-03 00:00:00,D,147.446907291,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-07-03 00:00:00,D,127.555208333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-07-03 00:00:00,D,672.001692473,Steam,,,,
MannLibrary.CW.FP/TONS,2024-07-04 00:00:00,D,187.100472916,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-07-04 00:00:00,D,104.530208333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-07-04 00:00:00,D,692.356439583,Steam,,,,
MannLibrary.CW.FP/TONS,2024-07-05 00:00:00,D,205.801690625,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-07-05 00:00:00,D,124.535416666,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-07-05 00:00:00,D,621.525632395,Steam,,,,
MannLibrary.CW.FP/TONS,2024-07-06 00:00:00,D,189.090215625,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-07-06 00:00:00,D,108.167708333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-07-06 00:00:00,D,551.639316458,Steam,,,,
MannLibrary.CW.FP/TONS,2024-07-07 00:00:00,D,151.367933333,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-07-07 00:00:00,D,95.612500000,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-07-07 00:00:00,D,580.247859166,Steam,,,,
MannLibrary.CW.FP/TONS,2024-07-08 00:00:00,D,191.635563541,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-07-08 00:00:00,D,134.065625000,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-07-08 00:00:00,D,657.620867444,Steam,,,,
MannLibrary.CW.FP/TONS,2024-07-09 00:00:00,D,205.775718947,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-07-09 00:00:00,D,131.425000000,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-07-09 00:00:00,D,628.995567021,Steam,,,,
MannLibrary.CW.FP/TONS,2024-07-10 00:00:00,D,247.430571875,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-07-10 00:00:00,D,132.022916666,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-07-10 00:00:00,D,568.059955104,Steam,,,,
MannLibrary.CW.FP/TONS,2024-07-11 00:00:00,D,193.658817708,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-07-11 00:00:00,D,135.247916666,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-07-11 00:00:00,D,610.578421521,Steam,,,,
MannLibrary.CW.FP/TONS,2024-07-12 00:00:00,D,184.743938043,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-07-12 00:00:00,D,127.720833333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-07-12 00:00:00,D,643.312973068,Steam,,,,
MannLibrary.CW.FP/TONS,2024-07-13 00:00:00,D,168.249069148,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-07-13 00:00:00,D,106.352083333,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-07-13 00:00:00,D,553.555348842,Steam,,,,
MannLibrary.CW.FP/TONS,2024-07-14 00:00:00,D,145.116642708,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-07-14 00:00:00,D,97.169791666,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-07-14 00:00:00,D,593.214554166,Steam,,,,
MannLibrary.CW.FP/TONS,2024-07-15 00:00:00,D,219.894919791,Chilled Water,,,,
MannLibrary.Elec.PowerScout3/kW_System,2024-07-15 00:00:00,D,136.216666666,Electric,,,,
MannLibrary.STM.M22-V/AverageMassFlow,2024-07-15 00:00:00,D,626.904046562,Steam,,,,
