name,slottime_GMT,slottype,slotavg,pointTitle,Date,Electric (kW),Steam (lbs/hr)
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-31 00:00:00,D,34.854010104,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-01 00:00:00,D,23.550000000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-01 00:00:00,D,37.852786562,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-02 00:00:00,D,30.021875000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-02 00:00:00,D,45.899616666,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-03 00:00:00,D,26.518750000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-03 00:00:00,D,47.062326354,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-04 00:00:00,D,25.564583333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-04 00:00:00,D,43.119803854,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-05 00:00:00,D,28.694791666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-05 00:00:00,D,47.098677916,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-06 00:00:00,D,27.990625000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-06 00:00:00,D,45.235624166,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-07 00:00:00,D,29.264893617,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-07 00:00:00,D,40.747006236,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-08 00:00:00,D,40.343157894,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-08 00:00:00,D,41.375670416,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-09 00:00:00,D,37.323958333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-09 00:00:00,D,41.976528333,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-10 00:00:00,D,30.488541666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-10 00:00:00,D,41.197291250,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-11 00:00:00,D,38.236842105,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-11 00:00:00,D,40.331531789,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-12 00:00:00,D,38.250000000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-12 00:00:00,D,47.807439270,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-13 00:00:00,D,38.940625000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-13 00:00:00,D,54.243682812,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-14 00:00:00,D,40.227083333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-14 00:00:00,D,52.965516145,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-15 00:00:00,D,34.155208333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-15 00:00:00,D,48.142170208,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-16 00:00:00,D,31.783333333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-16 00:00:00,D,46.419023437,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-17 00:00:00,D,38.080208333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-17 00:00:00,D,41.985813333,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-18 00:00:00,D,38.498958333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-18 00:00:00,D,43.835340000,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-19 00:00:00,D,42.877083333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-19 00:00:00,D,45.350399375,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-20 00:00:00,D,43.643750000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-20 00:00:00,D,48.440003437,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-21 00:00:00,D,45.229166666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-21 00:00:00,D,51.495504791,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-22 00:00:00,D,46.416666666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-22 00:00:00,D,53.854640208,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-23 00:00:00,D,51.250000000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-23 00:00:00,D,66.564409166,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-24 00:00:00,D,56.988541666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-24 00:00:00,D,75.758954583,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-25 00:00:00,D,63.046875000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-25 00:00:00,D,85.312374895,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-26 00:00:00,D,62.005208333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-26 00:00:00,D,86.967746250,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-27 00:00:00,D,65.685416666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-27 00:00:00,D,88.270920625,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-28 00:00:00,D,68.656250000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-28 00:00:00,D,88.823589375,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-29 00:00:00,D,67.039583333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-29 00:00:00,D,85.178659166,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-30 00:00:00,D,67.963541666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-30 00:00:00,D,91.835409895,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-08-31 00:00:00,D,67.898958333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-08-31 00:00:00,D,86.703475312,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-01 00:00:00,D,68.392708333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-01 00:00:00,D,93.104362916,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-02 00:00:00,D,66.310416666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-02 00:00:00,D,84.246601562,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-03 00:00:00,D,63.046875000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-03 00:00:00,D,220.106260625,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-04 00:00:00,D,64.046875000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-04 00:00:00,D,187.326467083,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-05 00:00:00,D,62.205208333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-05 00:00:00,D,124.143091458,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-06 00:00:00,D,62.788541666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-06 00:00:00,D,94.796618854,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-07 00:00:00,D,64.455208333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-07 00:00:00,D,96.024901666,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-08 00:00:00,D,64.078125000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-08 00:00:00,D,206.438134062,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-09 00:00:00,D,62.288541666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-09 00:00:00,D,164.543106875,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-10 00:00:00,D,61.088541666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-10 00:00:00,D,94.933378854,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-11 00:00:00,D,62.407291666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-11 00:00:00,D,206.122833229,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-12 00:00:00,D,67.441666666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-12 00:00:00,D,95.037494270,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-13 00:00:00,D,74.091666666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-13 00:00:00,D,95.560320104,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-14 00:00:00,D,75.458333333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-14 00:00:00,D,96.324738229,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-15 00:00:00,D,78.162500000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-15 00:00:00,D,95.840342083,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-16 00:00:00,D,77.545833333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-16 00:00:00,D,90.154026250,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-17 00:00:00,D,76.922916666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-17 00:00:00,D,95.314785937,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-18 00:00:00,D,73.820833333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-18 00:00:00,D,90.809244791,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-19 00:00:00,D,75.510416666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-19 00:00:00,D,93.294390208,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-20 00:00:00,D,74.490625000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-20 00:00:00,D,98.665820000,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-21 00:00:00,D,78.268750000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-21 00:00:00,D,96.463230937,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-22 00:00:00,D,76.602083333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-22 00:00:00,D,91.127522708,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-23 00:00:00,D,74.520833333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-23 00:00:00,D,88.761052500,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-24 00:00:00,D,73.648958333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-24 00:00:00,D,89.959417395,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-25 00:00:00,D,71.471875000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-25 00:00:00,D,99.053218750,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-26 00:00:00,D,69.757291666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-26 00:00:00,D,94.515936562,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-27 00:00:00,D,72.244791666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-27 00:00:00,D,97.708352708,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-28 00:00:00,D,69.982291666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-28 00:00:00,D,104.868409791,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-29 00:00:00,D,70.221875000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-29 00:00:00,D,93.346661562,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-09-30 00:00:00,D,72.305208333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-09-30 00:00:00,D,99.199275937,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-01 00:00:00,D,71.618750000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-01 00:00:00,D,95.768965520,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-02 00:00:00,D,70.029166666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-02 00:00:00,D,101.693973854,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-03 00:00:00,D,73.222916666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-03 00:00:00,D,223.566915937,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-04 00:00:00,D,72.703125000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-04 00:00:00,D,210.660159583,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-05 00:00:00,D,75.403125000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-05 00:00:00,D,171.576006250,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-06 00:00:00,D,76.212500000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-06 00:00:00,D,250.131700104,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-07 00:00:00,D,70.690625000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-07 00:00:00,D,101.107547500,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-08 00:00:00,D,72.980208333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-08 00:00:00,D,270.859216770,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-09 00:00:00,D,69.782291666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-09 00:00:00,D,307.780289583,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-10 00:00:00,D,73.364583333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-10 00:00:00,D,400.072660416,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-11 00:00:00,D,72.495833333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-11 00:00:00,D,409.076425416,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-12 00:00:00,D,57.870833333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-12 00:00:00,D,86.514202916,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-13 00:00:00,D,56.553125000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-13 00:00:00,D,475.118355208,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-14 00:00:00,D,59.127083333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-14 00:00:00,D,487.931158333,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-15 00:00:00,D,62.761458333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-15 00:00:00,D,618.235225000,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-16 00:00:00,D,61.483333333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-16 00:00:00,D,532.588417708,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-17 00:00:00,D,59.007291666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-17 00:00:00,D,463.216995833,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-18 00:00:00,D,58.701041666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-18 00:00:00,D,399.734338958,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-19 00:00:00,D,59.828125000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-19 00:00:00,D,381.425655833,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-20 00:00:00,D,59.546875000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-20 00:00:00,D,345.905343020,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-21 00:00:00,D,62.015625000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-21 00:00:00,D,264.369986770,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-22 00:00:00,D,74.796875000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-22 00:00:00,D,188.696778020,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-23 00:00:00,D,71.353125000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-23 00:00:00,D,117.333093750,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-24 00:00:00,D,77.822916666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-24 00:00:00,D,360.919278854,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-25 00:00:00,D,74.934375000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-25 00:00:00,D,530.688377500,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-26 00:00:00,D,76.937500000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-26 00:00:00,D,405.342478854,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-27 00:00:00,D,80.047916666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-27 00:00:00,D,564.355501041,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-28 00:00:00,D,77.141666666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-28 00:00:00,D,508.901425729,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-29 00:00:00,D,75.222916666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-29 00:00:00,D,443.205436979,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-30 00:00:00,D,72.165625000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-30 00:00:00,D,164.684223854,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-10-31 00:00:00,D,73.057291666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-10-31 00:00:00,D,165.811427604,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-01 00:00:00,D,74.382291666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-01 00:00:00,D,152.382209895,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-02 00:00:00,D,78.106250000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-02 00:00:00,D,526.404683333,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-03 00:00:00,D,81.313541666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-03 00:00:00,D,702.072091666,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-04 00:00:00,D,76.572916666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-04 00:00:00,D,437.289769583,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-05 00:00:00,D,69.980208333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-05 00:00:00,D,117.758656458,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-06 00:00:00,D,69.381250000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-06 00:00:00,D,115.858858333,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-07 00:00:00,D,75.127083333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-07 00:00:00,D,259.859662812,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-08 00:00:00,D,75.442708333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-08 00:00:00,D,456.798142604,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-09 00:00:00,D,77.811458333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-09 00:00:00,D,590.001364583,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-10 00:00:00,D,77.736458333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-10 00:00:00,D,585.214869791,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-11 00:00:00,D,75.892708333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-11 00:00:00,D,360.564379166,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-12 00:00:00,D,77.713541666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-12 00:00:00,D,582.851327083,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-13 00:00:00,D,76.989583333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-13 00:00:00,D,736.296508333,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-14 00:00:00,D,78.409375000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-14 00:00:00,D,679.421123958,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-15 00:00:00,D,78.866666666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-15 00:00:00,D,587.489367708,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-16 00:00:00,D,76.590625000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-16 00:00:00,D,524.636761458,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-17 00:00:00,D,81.890625000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-17 00:00:00,D,616.164020833,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-18 00:00:00,D,77.186458333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-18 00:00:00,D,452.313720937,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-19 00:00:00,D,79.259375000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-19 00:00:00,D,576.372573958,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-20 00:00:00,D,77.491666666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-20 00:00:00,D,393.006419270,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-21 00:00:00,D,80.027083333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-21 00:00:00,D,568.158542708,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-22 00:00:00,D,76.929787234,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-22 00:00:00,D,678.606419148,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-23 00:00:00,D,72.919791666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-23 00:00:00,D,625.286350000,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-24 00:00:00,D,73.912500000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-24 00:00:00,D,558.007883333,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-25 00:00:00,D,74.287500000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-25 00:00:00,D,576.304953125,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-26 00:00:00,D,72.384375000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-26 00:00:00,D,483.438751041,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-27 00:00:00,D,68.609375000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-27 00:00:00,D,546.403925000,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-28 00:00:00,D,63.336458333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-28 00:00:00,D,586.840616666,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-29 00:00:00,D,63.351041666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-29 00:00:00,D,623.578685416,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-11-30 00:00:00,D,63.636458333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-11-30 00:00:00,D,770.082119791,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-12-01 00:00:00,D,69.797916666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-12-01 00:00:00,D,870.501146875,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-12-02 00:00:00,D,75.857291666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-12-02 00:00:00,D,844.369113541,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-12-03 00:00:00,D,77.701041666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-12-03 00:00:00,D,794.372177083,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-12-04 00:00:00,D,77.390625000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-12-04 00:00:00,D,884.526619791,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-12-05 00:00:00,D,74.923958333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-12-05 00:00:00,D,782.646980208,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-12-06 00:00:00,D,77.020833333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-12-06 00:00:00,D,923.724077083,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-12-07 00:00:00,D,76.548958333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-12-07 00:00:00,D,868.488275000,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-12-08 00:00:00,D,77.148936170,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-12-08 00:00:00,D,665.432482978,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-12-09 00:00:00,D,76.583333333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-12-09 00:00:00,D,620.309036458,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-12-10 00:00:00,D,79.325000000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-12-10 00:00:00,D,515.908446875,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-12-11 00:00:00,D,77.439583333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-12-11 00:00:00,D,510.125511458,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-12-12 00:00:00,D,75.976041666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-12-12 00:00:00,D,799.465372916,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-12-13 00:00:00,D,76.130208333,,,,
