name,slottime_GMT,slottype,slotavg,pointTitle,Date,Electric (kW),Steam (lbs/hr)
CascadillaHall.STM.M22-V/AverageMassFlow,2024-04-12 00:00:00,D,11.871372916,Steam,2024-07-23,23.398958333,0.000000000
CascadillaHall.Elec.PowerScout3/kWsystem,2024-04-13 00:00:00,D,65.528125000,,2024-07-24,23.979166666,0.007521666
CascadillaHall.STM.M22-V/AverageMassFlow,2024-04-13 00:00:00,D,13.430511250,Steam,2024-07-25,24.604166666,0.000000000
CascadillaHall.Elec.PowerScout3/kWsystem,2024-04-14 00:00:00,D,66.225000000,,2024-07-26,24.535416666,0.000000000
CascadillaHall.STM.M22-V/AverageMassFlow,2024-04-14 00:00:00,D,5.466771250,Steam,2024-07-27,23.671875000,0.000000000
CascadillaHall.Elec.PowerScout3/kWsystem,2024-04-15 00:00:00,D,64.270833333,,2024-07-28,22.831250000,0.000000000
CascadillaHall.STM.M22-V/AverageMassFlow,2024-04-15 00:00:00,D,16.398415520,Steam,2024-07-29,25.537500000,0.000000000
CascadillaHall.Elec.PowerScout3/kWsystem,2024-04-16 00:00:00,D,62.626041666,,2024-07-30,23.423958333,2.417885416
CascadillaHall.STM.M22-V/AverageMassFlow,2024-04-16 00:00:00,D,17.111587500,Steam,2024-07-31,23.394791666,34.854010104
CascadillaHall.Elec.PowerScout3/kWsystem,2024-04-17 00:00:00,D,63.676041666,,2024-08-01,23.550000000,37.852786562
CascadillaHall.STM.M22-V/AverageMassFlow,2024-04-17 00:00:00,D,29.453582500,Steam,2024-08-02,30.021875000,45.899616666
CascadillaHall.Elec.PowerScout3/kWsystem,2024-04-18 00:00:00,D,63.327083333,,2024-08-03,26.518750000,47.062326354
CascadillaHall.STM.M22-V/AverageMassFlow,2024-04-18 00:00:00,D,25.804018437,Steam,2024-08-04,25.564583333,43.119803854
CascadillaHall.Elec.PowerScout3/kWsystem,2024-04-19 00:00:00,D,64.821875000,,2024-08-05,28.694791666,47.098677916
CascadillaHall.STM.M22-V/AverageMassFlow,2024-04-19 00:00:00,D,2.403644895,Steam,2024-08-06,27.990625000,45.235624166
CascadillaHall.Elec.PowerScout3/kWsystem,2024-04-20 00:00:00,D,66.612500000,,2024-08-07,29.264893617,40.747006236
CascadillaHall.STM.M22-V/AverageMassFlow,2024-04-20 00:00:00,D,14.895005000,Steam,2024-08-08,40.343157894,41.375670416
CascadillaHall.Elec.PowerScout3/kWsystem,2024-04-21 00:00:00,D,67.466666666,,2024-08-09,37.323958333,41.976528333
CascadillaHall.STM.M22-V/AverageMassFlow,2024-04-21 00:00:00,D,6.955256145,Steam,2024-08-10,30.488541666,41.197291250
CascadillaHall.Elec.PowerScout3/kWsystem,2024-04-22 00:00:00,D,64.355208333,,2024-08-11,38.236842105,40.331531789
CascadillaHall.STM.M22-V/AverageMassFlow,2024-04-22 00:00:00,D,24.157060625,Steam,2024-08-12,38.250000000,47.807439270
CascadillaHall.Elec.PowerScout3/kWsystem,2024-04-23 00:00:00,D,62.991666666,,2024-08-13,38.940625000,54.243682812
CascadillaHall.STM.M22-V/AverageMassFlow,2024-04-23 00:00:00,D,15.372469479,Steam,2024-08-14,40.227083333,52.965516145
CascadillaHall.Elec.PowerScout3/kWsystem,2024-04-24 00:00:00,D,64.923958333,,2024-08-15,34.155208333,48.142170208
CascadillaHall.STM.M22-V/AverageMassFlow,2024-04-24 00:00:00,D,14.430914895,Steam,2024-08-16,31.783333333,46.419023437
CascadillaHall.Elec.PowerScout3/kWsystem,2024-04-25 00:00:00,D,64.881250000,,2024-08-17,38.080208333,41.985813333
CascadillaHall.STM.M22-V/AverageMassFlow,2024-04-25 00:00:00,D,24.676558541,Steam,2024-08-18,38.498958333,43.835340000
CascadillaHall.Elec.PowerScout3/kWsystem,2024-04-26 00:00:00,D,63.187500000,,2024-08-19,42.877083333,45.350399375
CascadillaHall.STM.M22-V/AverageMassFlow,2024-04-26 00:00:00,D,21.994350000,Steam,2024-08-20,43.643750000,48.440003437
CascadillaHall.Elec.PowerScout3/kWsystem,2024-04-27 00:00:00,D,63.914583333,,2024-08-21,45.229166666,51.495504791
CascadillaHall.STM.M22-V/AverageMassFlow,2024-04-27 00:00:00,D,21.459041979,Steam,2024-08-22,46.416666666,53.854640208
CascadillaHall.Elec.PowerScout3/kWsystem,2024-04-28 00:00:00,D,61.862500000,,2024-08-23,51.250000000,66.564409166
CascadillaHall.STM.M22-V/AverageMassFlow,2024-04-28 00:00:00,D,1.747194687,Steam,2024-08-24,56.988541666,75.758954583
CascadillaHall.Elec.PowerScout3/kWsystem,2024-04-29 00:00:00,D,59.544791666,,2024-08-25,63.046875000,85.312374895
CascadillaHall.STM.M22-V/AverageMassFlow,2024-04-29 00:00:00,D,0.350128333,Steam,2024-08-26,62.005208333,86.967746250
CascadillaHall.Elec.PowerScout3/kWsystem,2024-04-30 00:00:00,D,59.715625000,,2024-08-27,65.685416666,88.270920625
CascadillaHall.STM.M22-V/AverageMassFlow,2024-04-30 00:00:00,D,0.581501250,Steam,2024-08-28,68.656250000,88.823589375
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-01 00:00:00,D,60.035416666,,2024-08-29,67.039583333,85.178659166
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-01 00:00:00,D,205.377345416,Steam,2024-08-30,67.963541666,91.835409895
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-02 00:00:00,D,58.459375000,,2024-08-31,67.898958333,86.703475312
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-02 00:00:00,D,109.092082500,Steam,2024-09-01,68.392708333,93.104362916
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-03 00:00:00,D,61.546875000,,2024-09-02,66.310416666,84.246601562
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-03 00:00:00,D,248.038668333,Steam,2024-09-03,63.046875000,220.106260625
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-04 00:00:00,D,61.182291666,,2024-09-04,64.046875000,187.326467083
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-04 00:00:00,D,108.584690312,Steam,2024-09-05,62.205208333,124.143091458
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-05 00:00:00,D,65.570833333,,2024-09-06,62.788541666,94.796618854
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-05 00:00:00,D,292.688515000,Steam,2024-09-07,64.455208333,96.024901666
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-06 00:00:00,D,60.740625000,,2024-09-08,64.078125000,206.438134062
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-06 00:00:00,D,101.958669687,Steam,2024-09-09,62.288541666,164.543106875
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-07 00:00:00,D,61.412500000,,2024-09-10,61.088541666,94.933378854
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-07 00:00:00,D,265.193061145,Steam,2024-09-11,62.407291666,206.122833229
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-08 00:00:00,D,60.673958333,,2024-09-12,67.441666666,95.037494270
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-08 00:00:00,D,126.858760312,Steam,2024-09-13,74.091666666,95.560320104
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-09 00:00:00,D,61.911458333,,2024-09-14,75.458333333,96.324738229
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-09 00:00:00,D,90.339942187,Steam,2024-09-15,78.162500000,95.840342083
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-10 00:00:00,D,66.295833333,,2024-09-16,77.545833333,90.154026250
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-10 00:00:00,D,15.062747395,Steam,2024-09-17,76.922916666,95.314785937
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-11 00:00:00,D,63.642708333,,2024-09-18,73.820833333,90.809244791
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-11 00:00:00,D,10.346015937,Steam,2024-09-19,75.510416666,93.294390208
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-12 00:00:00,D,61.797916666,,2024-09-20,74.490625000,98.665820000
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-12 00:00:00,D,323.868239479,Steam,2024-09-21,78.268750000,96.463230937
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-13 00:00:00,D,62.525000000,,2024-09-22,76.602083333,91.127522708
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-13 00:00:00,D,116.957791458,Steam,2024-09-23,74.520833333,88.761052500
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-14 00:00:00,D,58.896875000,,2024-09-24,73.648958333,89.959417395
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-14 00:00:00,D,0.515211979,Steam,2024-09-25,71.471875000,99.053218750
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-15 00:00:00,D,61.960416666,,2024-09-26,69.757291666,94.515936562
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-15 00:00:00,D,0.340496250,Steam,2024-09-27,72.244791666,97.708352708
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-16 00:00:00,D,61.921875000,,2024-09-28,69.982291666,104.868409791
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-16 00:00:00,D,0.520057916,Steam,2024-09-29,70.221875000,93.346661562
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-17 00:00:00,D,62.052083333,,2024-09-30,72.305208333,99.199275937
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-17 00:00:00,D,0.200254166,Steam,2024-10-01,71.618750000,95.768965520
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-18 00:00:00,D,59.075000000,,2024-10-02,70.029166666,101.693973854
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-18 00:00:00,D,0.208151666,Steam,2024-10-03,73.222916666,223.566915937
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-19 00:00:00,D,51.368750000,,2024-10-04,72.703125000,210.660159583
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-19 00:00:00,D,0.000000000,Steam,2024-10-05,75.403125000,171.576006250
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-20 00:00:00,D,44.032291666,,2024-10-06,76.212500000,250.131700104
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-20 00:00:00,D,0.000000000,Steam,2024-10-07,70.690625000,101.107547500
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-21 00:00:00,D,43.189583333,,2024-10-08,72.980208333,270.859216770
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-21 00:00:00,D,0.027006666,Steam,2024-10-09,69.782291666,307.780289583
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-22 00:00:00,D,43.839583333,,2024-10-10,73.364583333,400.072660416
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-22 00:00:00,D,0.000000000,Steam,2024-10-11,72.495833333,409.076425416
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-23 00:00:00,D,45.156250000,,2024-10-12,57.870833333,86.514202916
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-23 00:00:00,D,0.000000000,Steam,2024-10-13,56.553125000,475.118355208
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-24 00:00:00,D,45.829166666,,2024-10-14,59.127083333,487.931158333
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-24 00:00:00,D,42.659147500,Steam,2024-10-15,62.761458333,618.235225000
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-25 00:00:00,D,46.054166666,,2024-10-16,61.483333333,532.588417708
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-25 00:00:00,D,106.095698437,Steam,2024-10-17,59.007291666,463.216995833
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-26 00:00:00,D,41.504166666,,2024-10-18,58.701041666,399.734338958
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-26 00:00:00,D,51.735879687,Steam,2024-10-19,59.828125000,381.425655833
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-27 00:00:00,D,38.205208333,,2024-10-20,59.546875000,345.905343020
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-27 00:00:00,D,48.359260729,Steam,2024-10-21,62.015625000,264.369986770
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-28 00:00:00,D,34.184375000,,2024-10-22,74.796875000,188.696778020
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-28 00:00:00,D,20.045935520,Steam,2024-10-23,71.353125000,117.333093750
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-29 00:00:00,D,22.160416666,,2024-10-24,77.822916666,360.919278854
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-29 00:00:00,D,0.064773333,Steam,2024-10-25,74.934375000,530.688377500
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-30 00:00:00,D,24.082291666,,2024-10-26,76.937500000,405.342478854
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-30 00:00:00,D,0.000000000,Steam,2024-10-27,80.047916666,564.355501041
CascadillaHall.Elec.PowerScout3/kWsystem,2024-05-31 00:00:00,D,23.487500000,,2024-10-28,77.141666666,508.901425729
CascadillaHall.STM.M22-V/AverageMassFlow,2024-05-31 00:00:00,D,506.947182083,Steam,2024-10-29,75.222916666,443.205436979
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-01 00:00:00,D,23.834375000,,2024-10-30,72.165625000,164.684223854
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-01 00:00:00,D,467.100433333,Steam,2024-10-31,73.057291666,165.811427604
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-02 00:00:00,D,24.587500000,,2024-11-01,74.382291666,152.382209895
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-02 00:00:00,D,439.458216666,Steam,2024-11-02,78.106250000,526.404683333
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-03 00:00:00,D,24.051041666,,2024-11-03,81.313541666,702.072091666
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-03 00:00:00,D,239.951582083,Steam,2024-11-04,76.572916666,437.289769583
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-04 00:00:00,D,22.494791666,,2024-11-05,69.980208333,117.758656458
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-04 00:00:00,D,46.846140312,Steam,2024-11-06,69.381250000,115.858858333
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-05 00:00:00,D,21.965625000,,2024-11-07,75.127083333,259.859662812
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-05 00:00:00,D,45.717120000,Steam,2024-11-08,75.442708333,456.798142604
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-06 00:00:00,D,22.345833333,,2024-11-09,77.811458333,590.001364583
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-06 00:00:00,D,45.240171354,Steam,2024-11-10,77.736458333,585.214869791
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-07 00:00:00,D,23.886458333,,2024-11-11,75.892708333,360.564379166
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-07 00:00:00,D,46.804913541,Steam,2024-11-12,77.713541666,582.851327083
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-08 00:00:00,D,20.411458333,,2024-11-13,76.989583333,736.296508333
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-08 00:00:00,D,47.807374479,Steam,2024-11-14,78.409375000,679.421123958
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-09 00:00:00,D,20.735416666,,2024-11-15,78.866666666,587.489367708
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-09 00:00:00,D,48.832866770,Steam,2024-11-16,76.590625000,524.636761458
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-10 00:00:00,D,22.632291666,,2024-11-17,81.890625000,616.164020833
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-10 00:00:00,D,50.514441666,Steam,2024-11-18,77.186458333,452.313720937
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-11 00:00:00,D,23.685416666,,2024-11-19,79.259375000,576.372573958
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-11 00:00:00,D,50.460761354,Steam,2024-11-20,77.491666666,393.006419270
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-12 00:00:00,D,23.262500000,,2024-11-21,80.027083333,568.158542708
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-12 00:00:00,D,51.042898645,Steam,2024-11-22,76.929787234,678.606419148
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-13 00:00:00,D,22.478125000,,2024-11-23,72.919791666,625.286350000
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-13 00:00:00,D,48.973690104,Steam,2024-11-24,73.912500000,558.007883333
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-14 00:00:00,D,22.269791666,,2024-11-25,74.287500000,576.304953125
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-14 00:00:00,D,46.806631562,Steam,2024-11-26,72.384375000,483.438751041
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-15 00:00:00,D,20.107291666,,2024-11-27,68.609375000,546.403925000
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-15 00:00:00,D,47.953941145,Steam,2024-11-28,63.336458333,586.840616666
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-16 00:00:00,D,20.207291666,,2024-11-29,63.351041666,623.578685416
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-16 00:00:00,D,47.946766354,Steam,2024-11-30,63.636458333,770.082119791
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-17 00:00:00,D,21.677083333,,2024-12-01,69.797916666,870.501146875
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-17 00:00:00,D,47.822054270,Steam,2024-12-02,75.857291666,844.369113541
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-18 00:00:00,D,22.488541666,,2024-12-03,77.701041666,794.372177083
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-18 00:00:00,D,46.901205416,Steam,2024-12-04,77.390625000,884.526619791
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-19 00:00:00,D,23.436458333,,2024-12-05,74.923958333,782.646980208
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-19 00:00:00,D,46.211586041,Steam,2024-12-06,77.020833333,923.724077083
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-20 00:00:00,D,24.946875000,,2024-12-07,76.548958333,868.488275000
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-20 00:00:00,D,46.482084479,Steam,2024-12-08,77.148936170,665.432482978
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-21 00:00:00,D,23.422916666,,2024-12-09,76.583333333,620.309036458
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-21 00:00:00,D,45.474987604,Steam,2024-12-10,79.325000000,515.908446875
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-22 00:00:00,D,20.267708333,,2024-12-11,77.439583333,510.125511458
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-22 00:00:00,D,46.416341770,Steam,2024-12-12,75.976041666,799.465372916
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-23 00:00:00,D,20.503125000,,2024-12-13,76.130208333,1013.326634375
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-23 00:00:00,D,44.970327604,Steam,2024-12-14,79.442708333,1002.279184375
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-24 00:00:00,D,23.752083333,,2024-12-15,74.894791666,883.537781250
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-24 00:00:00,D,46.953020729,Steam,2024-12-16,78.947916666,678.707836458
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-25 00:00:00,D,21.036458333,,2024-12-17,76.823958333,555.797236458
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-25 00:00:00,D,48.763348020,Steam,2024-12-18,78.197916666,633.437739583
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-26 00:00:00,D,21.618750000,,2024-12-19,73.922916666,705.268984375
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-26 00:00:00,D,46.644262708,Steam,2024-12-20,70.558333333,774.608550000
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-27 00:00:00,D,22.476595744,,2024-12-21,66.705208333,953.457825000
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-27 00:00:00,D,48.559483541,Steam,2024-12-22,62.732291666,1023.317986458
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-28 00:00:00,D,21.583333333,,2024-12-23,57.528125000,1016.462928125
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-28 00:00:00,D,50.101474062,Steam,2024-12-24,53.664583333,816.320931250
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-29 00:00:00,D,20.186458333,,2024-12-25,52.703125000,787.638775000
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-29 00:00:00,D,49.852259791,Steam,2024-12-26,52.635416666,837.055751041
CascadillaHall.Elec.PowerScout3/kWsystem,2024-06-30 00:00:00,D,19.886458333,,2024-12-27,49.013541666,778.697511458
CascadillaHall.STM.M22-V/AverageMassFlow,2024-06-30 00:00:00,D,48.540864583,Steam,2024-12-28,45.829166666,690.681895833
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-01 00:00:00,D,21.618750000,,2024-12-29,44.518750000,531.495121979
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-01 00:00:00,D,49.991729895,Steam,2024-12-30,44.513541666,407.976053645
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-02 00:00:00,D,21.917708333,,2024-12-31,46.755208333,658.279826041
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-02 00:00:00,D,49.622663229,Steam,2025-01-01,44.612500000,680.200919791
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-03 00:00:00,D,22.001041666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-03 00:00:00,D,48.383157291,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-04 00:00:00,D,20.416666666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-04 00:00:00,D,47.259330104,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-05 00:00:00,D,21.543750000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-05 00:00:00,D,46.339544791,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-06 00:00:00,D,21.398958333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-06 00:00:00,D,45.584960937,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-07 00:00:00,D,20.861458333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-07 00:00:00,D,46.829060833,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-08 00:00:00,D,22.786458333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-08 00:00:00,D,46.310919479,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-09 00:00:00,D,22.927083333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-09 00:00:00,D,46.877684375,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-10 00:00:00,D,22.879166666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-10 00:00:00,D,45.659758020,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-11 00:00:00,D,23.597916666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-11 00:00:00,D,24.066351770,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-12 00:00:00,D,24.553125000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-12 00:00:00,D,0.000000000,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-13 00:00:00,D,22.503125000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-13 00:00:00,D,0.000000000,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-14 00:00:00,D,21.902083333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-14 00:00:00,D,1.366015208,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-15 00:00:00,D,23.668750000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-15 00:00:00,D,0.005079166,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-16 00:00:00,D,23.479166666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-16 00:00:00,D,0.000000000,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-17 00:00:00,D,23.244791666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-17 00:00:00,D,0.000000000,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-18 00:00:00,D,22.645833333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-18 00:00:00,D,0.000000000,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-19 00:00:00,D,23.915625000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-19 00:00:00,D,0.000000000,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-20 00:00:00,D,21.744791666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-20 00:00:00,D,0.000000000,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-21 00:00:00,D,22.243750000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-21 00:00:00,D,0.000000000,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-22 00:00:00,D,23.997916666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-22 00:00:00,D,0.000000000,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-23 00:00:00,D,23.398958333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-23 00:00:00,D,0.000000000,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-24 00:00:00,D,23.979166666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-24 00:00:00,D,0.007521666,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-25 00:00:00,D,24.604166666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-25 00:00:00,D,0.000000000,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-26 00:00:00,D,24.535416666,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-26 00:00:00,D,0.000000000,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-27 00:00:00,D,23.671875000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-27 00:00:00,D,0.000000000,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-28 00:00:00,D,22.831250000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-28 00:00:00,D,0.000000000,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-29 00:00:00,D,25.537500000,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-29 00:00:00,D,0.000000000,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-30 00:00:00,D,23.423958333,,,,
CascadillaHall.STM.M22-V/AverageMassFlow,2024-07-30 00:00:00,D,2.417885416,Steam,,,
CascadillaHall.Elec.PowerScout3/kWsystem,2024-07-31 00:00:00,D,23.394791666,,,,
